question,source,accuracy,difficulty,distractor_effectiveness
The glass hydrometer is filled with air and weighted with lead at the bottom. it floats highest in the densest fluids and has been calibrated and labeled so that you can read this from it?,sys,0,0.4,"{'density': 3, 'specific gravity': 2}"
What system provides a major route for heat flow between the interior and exterior of the body?,ref,0,0.0,"{'excretory system': 1, 'nervous system': 2, 'respiratory system': 2, 'the circulatory system': 0}"
What system provides a major route for heat flow between the interior and exterior of the body?,sys,0,0.4,"{'the circulatory system': 2, 'the nervous system': 1, 'the respiratory system': 2}"
Organs involved in digestion that do not have food pass through them are called?,ref,0,0.2,"{'accessory organs': 1, 'bypass organs': 1, 'layer organs': 3, 'vestigial organs': 0}"
Organs involved in digestion that do not have food pass through them are called?,sys,0,0.2,"{'accessory organs': 1, 'gall bladder': 2, 'liver': 2, 'pancreas': 0}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",ref,0,0.2,"{'microorganisms': 3, 'neurotransmitters': 1, 'receptors': 0, 'viruses': 1}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",sys,0,0.2,"{'electrons': 0, 'ions': 4, 'neurotransmitters': 1, 'photons': 0}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,ref,1,0.4,"{'cortisol': 1, 'cytosol': 2, 'glycerol': 0, 'plasma': 2}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,sys,0,0.0,"{'cytosol': 0, 'membrane': 2, 'nucleus': 2, 'plasma': 1}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",ref,0,0.2,"{'kinetic force': 0, 'net force': 1, 'quarter force': 3, 'rolled force': 1}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",sys,0,0.2,"{'negative force': 2, 'negative friction': 2, 'negative frictional force': 0, 'net force': 1}"
What is the term for the force that brings objects toward the earth?,ref,1,0.4,"{'centrifugal': 1, 'gravity': 2, 'light': 2, 'weight': 0}"
What is the term for the force that brings objects toward the earth?,sys,0,0.2,"{""'air pressure'"": 0, ""'airborne'"": 4, 'gravity': 1}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",ref,0,0.0,"{'bedrock': 0, 'groundwater': 4, 'ocean floor': 0, 'water table': 1}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",sys,0,0.2,"{'air': 1, 'bedrock': 1, 'rock': 1, 'water': 2}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",ref,0,0.4,"{'diameter': 2, 'height': 0, 'surface': 0, 'weight': 3}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",sys,1,0.8,"{'diameter': 4, 'oxygen': 0, 'pressure': 1, 'size': 0}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,ref,0,0.4,"{'absorption': 3, 'digestion': 2, 'regeneration': 0, 'respiration': 0}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,sys,1,0.4,"{'absorption': 1, 'digestion': 2, 'excretion': 1, 'metabolism': 1}"
Which fish has a round sucker used to suck the blood of other fish?,ref,0,0.4,"{'abalone': 0, 'lamprey': 2, 'moray': 3, 'shark': 0}"
Which fish has a round sucker used to suck the blood of other fish?,sys,0,0.2,"{'eel': 2, 'fish': 0, 'lamprey': 1, 'shark': 2}"
What type of change is undergone when the physical properties of a substance are changed?,ref,0,0.2,"{'atmospheric': 2, 'genetic': 1, 'physical': 1, 'thermal': 1}"
What type of change is undergone when the physical properties of a substance are changed?,sys,0,0.2,"{'chemical': 0, 'chemical change': 3, 'chemical reaction': 1, 'physical': 1}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",ref,0,0.2,"{'digestive system': 1, 'endocrine system': 1, 'nervous system': 1, 'urinary system': 2}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",sys,0,0.4,"{""'endocrine'"": 0, ""'heart'"": 3, ""'skeletal'"": 0, 'digestive system': 2}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,ref,0,0.4,"{'carbon': 2, 'carbon dioxide': 0, 'nitrogen': 1, 'oxygen': 2}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,sys,0,0.2,"{'carbon dioxide': 0, 'hydrogen': 3, 'nitrogen': 1, 'oxygen': 1}"
Where on a jellyfish is the mouth opening located?,ref,0,0.0,"{'left side': 2, 'right side': 1, 'top': 2, 'underside': 0}"
Where on a jellyfish is the mouth opening located?,sys,1,0.6,"{'dorsal': 1, 'lateral': 1, 'underside': 3, 'ventral': 0}"
Calcium ion is an example of what kind of messenger?,ref,0,0.2,"{'first': 0, 'fourth': 2, 'second': 1, 'third': 2}"
Calcium ion is an example of what kind of messenger?,sys,0,0.4,"{'first': 0, 'fourth': 2, 'second': 2, 'third': 1}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,ref,0,0.4,"{'hormones': 0, 'lipids': 2, 'prostaglandins': 2, 'triglycerides': 1}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,sys,0,0.0,"{'cholesterol': 1, 'insulin': 1, 'prostaglandins': 0, 'vitamin': 3}"
What unit do astronomers use to describe distances in space?,ref,0,0.2,"{'gravity years': 4, 'light months': 0, 'light years': 1, 'quantum years': 0}"
What unit do astronomers use to describe distances in space?,sys,1,0.4,"{'centimeters': 1, 'feet': 2, 'light years': 2, 'miles': 0}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,ref,0,0.2,"{'diffusion': 2, 'electrolysis': 0, 'mitosis': 2, 'osmosis': 1}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,sys,1,0.8,"{'diffusion': 1, 'osmosis': 4}"
What is the phenotypic range of a particular genotype called?,ref,0,0.2,"{'diversity': 2, 'natural selection': 0, 'norm of reaction': 1, 'range of motion': 2}"
What is the phenotypic range of a particular genotype called?,sys,1,0.4,"{""'normal"": 1, 'norm of reaction': 2, 'normal': 0, ""normal'"": 2}"
What cells are the basis of nervous tissue?,ref,0,0.2,"{'erythrocytes': 1, 'lipocytes': 2, 'neurons': 1, 'osteoclasts': 1}"
What cells are the basis of nervous tissue?,sys,1,1.0,{'neurons': 5}
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",ref,0,0.2,"{'calcites': 1, 'fullerenes': 1, 'lead': 2, 'ligands': 1}"
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",sys,1,0.4,"{'carbon': 2, 'fullerenes': 2, 'helium': 0, 'hydrogen': 1}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",ref,0,0.2,"{'cranial cavity': 2, 'oral cavity': 2, 'pericardial cavity': 1, 'thoracic cavity': 0}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",sys,0,0.2,"{'atrium': 1, 'pericardial cavity': 1, 'ventricle': 2, 'ventricle and atrium': 1}"
What part of the male reproductive system is involved with the most common disorders?,ref,0,0.4,"{'the glans': 2, 'the penis': 1, 'the testes': 2, 'the ureter': 0}"
What part of the male reproductive system is involved with the most common disorders?,sys,1,0.6,"{'fallopian tube': 0, 'ovary': 2, 'the testes': 3, 'uterus': 0}"
Layers of what create a volcano?,ref,0,0.2,"{'crust': 0, 'lava': 1, 'limestone': 1, 'rock': 3}"
Layers of what create a volcano?,sys,0,0.0,"{'ice': 0, 'lava': 0, 'magma': 1, 'water': 4}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",ref,0,0.2,"{'metabolic circulation': 0, 'pulmonary circulation': 1, 'sensory circulation': 1, 'systemic circulation': 3}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",sys,0,0.2,"{'circulatory': 4, 'pulmonary circulation': 1}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,ref,0,0.2,"{'amphibians': 1, 'carnivores': 1, 'herbivores': 1, 'omnivores': 2}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,sys,1,0.6,"{'carnivores': 2, 'herbivores': 3}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",ref,0,0.0,"{'aseptic': 0, 'experimental control': 2, 'ionization': 2, 'personal hygiene': 1}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",sys,0,0.2,"{'aseptic': 1, 'contaminated': 3, 'sterile': 1}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",ref,0,0.2,"{'anode cell': 0, 'galvanic cell': 1, 'stimulation cell': 2, 'voltaic cell': 2}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",sys,0,0.0,"{'galvanic cell': 0, 'hydrogen': 0, 'nitrogen': 3, 'oxygen': 2}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",ref,0,0.2,"{'Golgi apparatus': 1, 'enzyme': 1, 'mitochondria': 1, 'nucleus': 2}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",sys,0,0.2,"{'cleus': 0, 'cytoplasm': 1, 'mitochondria': 1, 'ribosome': 3}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",ref,0,0.0,"{'desiccation and predators': 0, 'entrainment and predators': 0, 'fermentation and predators': 2, 'starvation and predators': 3}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",sys,0,0.0,"{'bacteria': 4, 'desiccation and predators': 0, 'pollen': 1, 'spores': 0}"
What is the term for air moving over earth’s surface?,ref,0,0.2,"{'humidity': 2, 'spin cycle': 1, 'tidal': 1, 'wind': 1}"
What is the term for air moving over earth’s surface?,sys,0,0.2,"{'cloud': 1, 'ice': 3, 'snow': 0, 'wind': 1}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,ref,0,0.0,"{'bones': 1, 'heart': 0, 'lungs': 0, 'ovaries': 4}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,sys,1,0.4,"{'heart': 2, 'kidney': 1, 'liver': 0, 'lungs': 2}"
What are the best-known extinct vertebrates?,ref,0,0.2,"{'dinosaurs': 1, 'snakes': 3, 'trees': 1, 'trilobites': 0}"
What are the best-known extinct vertebrates?,sys,0,0.2,"{'birds': 1, 'dinosaurs': 1, 'mammals': 1, 'reptiles': 2}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,ref,0,0.2,"{'cells': 2, 'chromosomes': 1, 'receptors': 2, 'ribosomes': 0}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,sys,0,0.2,"{'chromosomes': 1, 'mitochondria': 1, 'nucleus': 2, 'ribosomes': 1}"
What development is less risky for the mother?,ref,0,0.0,"{'atypical': 1, 'gastrointestinal': 3, 'marsupial': 0, 'mutation': 1}"
What development is less risky for the mother?,sys,0,0.2,"{'bird': 1, 'mammal': 3, 'marsupial': 1, 'reptile': 0}"
What does the term decay in chemistry refer to with regards to atoms?,ref,0,0.0,"{'changes in nuclei': 0, 'destruction of nuclei': 1, 'pressures in nuclei': 2, 'separation of nuclei': 2}"
What does the term decay in chemistry refer to with regards to atoms?,sys,0,0.2,"{'changes in electrons': 1, 'changes in electrons and nuclei': 3, 'changes in nuclei': 1}"
How does increasing the temperature of reactants affect the rate of their reaction?,ref,0,0.0,"{'it decreases it': 1, 'it increases it': 0, 'it is unchanged': 3, 'it patterns it': 1}"
How does increasing the temperature of reactants affect the rate of their reaction?,sys,0,0.0,"{'faster': 1, 'it increases it': 0, 'less': 3, 'more': 1}"
What type of eclipse happens when a full moon moves through earth's shadow?,ref,0,0.4,"{'cycle': 0, 'lunar': 2, 'planetary': 1, 'solar': 2}"
What type of eclipse happens when a full moon moves through earth's shadow?,sys,0,0.0,"{'lunar': 0, 'solar': 1, 'solar eclipse': 2, 'solar flare': 2}"
Dynamite is an example of what type of potential energy?,ref,0,0.0,"{'carbon': 2, 'chemical': 0, 'mineral': 1, 'thermal': 2}"
Dynamite is an example of what type of potential energy?,sys,0,0.2,"{'chemical': 1, 'gravitational': 1, 'kinetic': 2, 'thermal': 1}"
All the atoms of a given element have the same number what?,ref,1,0.8,"{'cells and electrons': 1, 'neutrons and electrons': 0, 'neutrons and protons': 0, 'protons and electrons': 4}"
All the atoms of a given element have the same number what?,sys,1,0.4,"{'electrons and neutrons': 0, 'protons and electrons': 2, 'protons and neutrons': 2, 'protons and neutrons and electrons': 1}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,ref,1,0.8,"{'axons': 0, 'cells': 0, 'eggs': 1, 'genes': 4}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,sys,0,0.2,"{'enzymes': 1, 'genes': 1, 'hormones': 2, 'proteins': 1}"
The lattice energy is usually the most important energy factor in determining the stability of what?,ref,0,0.2,"{'harmonic compound': 1, 'ionic compound': 1, 'magnetic compound': 1, 'saline compound': 2}"
The lattice energy is usually the most important energy factor in determining the stability of what?,sys,0,0.2,"{'hydrocarbon': 2, 'ionic compound': 1, 'metal compound': 1, 'metalloid compound': 1}"
What kind of organisms helps hold soil in place to slow erosion?,ref,0,0.0,"{'animals': 3, 'bacteria': 0, 'flowers': 2, 'plants': 0}"
What kind of organisms helps hold soil in place to slow erosion?,sys,0,0.0,"{'bacteria': 1, 'fungi': 3, 'insects': 1, 'plants': 0}"
Water found on the surface of the earth is referred to as what?,ref,0,0.4,"{'groundwater': 2, 'reservoir water': 0, 'runoff': 1, 'surface water': 2}"
Water found on the surface of the earth is referred to as what?,sys,0,0.2,"{""'surface air'"": 3, ""'surface water'"": 0, 'surface water': 1, ""surface water'"": 1}"
Which planet is named after the roman goddess of love?,ref,1,0.4,"{'Jupiter': 1, 'Mercury': 1, 'Neptune': 1, 'venus': 2}"
Which planet is named after the roman goddess of love?,sys,0,0.2,"{'earth': 2, 'jupiter': 1, 'mars': 1, 'venus': 1}"
"In astronomy, what are so dense that not even light can escape their gravity?",ref,1,0.8,"{'black holes': 4, 'black rods': 1, 'dwarf stars': 0, 'red holes': 0}"
"In astronomy, what are so dense that not even light can escape their gravity?",sys,0,0.4,"{'black holes': 2, 'neutron stars': 1, 'white dwarfs': 2}"
What are the simplest organic compounds?,ref,0,0.0,"{'carbohydrates': 1, 'enzymes': 1, 'hydrocarbons': 0, 'proteins': 3}"
What are the simplest organic compounds?,sys,1,1.0,{'hydrocarbons': 5}
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",ref,0,0.4,"{'axis': 2, 'radius': 1, 'skull': 0, 'ulna': 2}"
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",sys,0,0.2,"{'axis': 1, 'diagonal': 0, 'horizontal': 2, 'vertical': 2}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",ref,0,0.0,"{'adaptive behavior': 1, 'commensalism': 3, 'interspecies competition': 1, 'intraspecific competition': 0}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",sys,1,0.4,"{'interdependence': 2, 'intraspecific competition': 2, 'intrinsically competitive': 0, 'mutual competition': 1}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",ref,0,0.0,"{'electrical charge': 0, 'liquid charge': 3, 'stellar charge': 1, 'sunlight charge': 1}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",sys,0,0.4,"{'electrical charge': 2, 'magnetic field': 2, 'magnetic field lines': 0, 'magnetic pole': 1}"
"Plants require air, water, nutrients, and what in order to live and survive?",ref,0,0.4,"{'entertainment': 0, 'gravity': 3, 'light': 2, 'money': 0}"
"Plants require air, water, nutrients, and what in order to live and survive?",sys,0,0.2,"{'carbon dioxide': 0, 'light': 1, 'oxygen': 3, 'water': 1}"
"Exothermic reactions, like all chemical reactions, require what to get started?",ref,0,0.2,"{'activation energy': 1, 'membrane energy': 1, 'specific energy': 2, 'surface energy': 1}"
"Exothermic reactions, like all chemical reactions, require what to get started?",sys,0,0.4,"{'activation energy': 2, 'high energy': 0, 'high pressure': 0, 'high temperature': 3}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",ref,0,0.2,"{'amphibians': 1, 'fish': 1, 'mammals': 1, 'reptiles': 2}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",sys,1,0.4,"{'amphibians': 2, 'mammals': 1, 'reptiles': 1, 'rthropods': 1}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",ref,0,0.2,"{'disperse': 1, 'filter': 2, 'fuse': 1, 'vaporize': 1}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",sys,1,0.8,"{""'use'"": 1, 'fuse': 4}"
What is telomere shortening associated with?,ref,0,0.4,"{'aging': 2, 'changing': 1, 'reducing': 2, 'sleeping': 0}"
What is telomere shortening associated with?,sys,1,1.0,{'aging': 5}
What gas is released when dead organisms and other organic materials decompose?,ref,0,0.2,"{'carbon dioxide': 1, 'carbon monoxide': 2, 'hydrogen peroxide': 1, 'nitrous oxide': 1}"
What gas is released when dead organisms and other organic materials decompose?,sys,0,0.0,"{'carbon dioxide': 0, 'hydrogen': 2, 'nitrogen': 1, 'oxygen': 2}"
What type of lens is thicker at the edges than it is in the middle?,ref,0,0.2,"{'concave lens': 1, 'convex lens': 2, 'glass lens': 1, 'surface lens': 1}"
What type of lens is thicker at the edges than it is in the middle?,sys,0,0.4,"{'concave lens': 2, 'convex lens': 3}"
A collapsing nebula leads to what process?,ref,0,0.0,"{'chemical reaction': 0, 'destructive fusion': 3, 'nuclear fusion': 0, 'nuclear reaction': 2}"
A collapsing nebula leads to what process?,sys,0,0.4,"{'helium': 0, 'heliumation': 3, 'nuclear fusion': 2}"
Lenses that focus light are called what?,ref,0,0.0,"{'active lenses': 2, 'converging lenses': 0, 'powering lenses': 2, 'sensing lenses': 1}"
Lenses that focus light are called what?,sys,0,0.4,"{'converging lenses': 2, 'diverging lenses': 3}"
What happens to the pressure when more gas is added to a rigid container?,ref,1,0.6,"{'Higher': 1, 'changes': 0, 'increases': 3, 'occurs': 1}"
What happens to the pressure when more gas is added to a rigid container?,sys,0,0.0,"{'increases': 0, 'less than 1': 2, 'less than 2': 0, 'less than 3': 3}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",ref,0,0.2,"{'direction': 1, 'location': 1, 'pressure': 2, 'reason': 1}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",sys,0,0.0,"{'direction': 0, 'horizontal': 2, 'horizontal and vertical': 3, 'vertical': 0}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,ref,0,0.4,"{'compass': 1, 'compress': 2, 'electromagnet': 2, 'impoundment': 0}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,sys,1,0.4,"{'electromagnet': 2, 'magnetic field': 2, 'magnetic force': 0, 'magnetic moment': 1}"
Enzymes can catalyze up to several million reactions per what?,ref,0,0.2,"{'day': 3, 'hour': 0, 'minute': 1, 'second': 1}"
Enzymes can catalyze up to several million reactions per what?,sys,0,0.2,"{'fourth': 2, 'second': 1, 'third': 2}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",ref,0,0.2,"{'electrons': 1, 'ions': 1, 'neurons': 1, 'protons': 2}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",sys,0,0.2,"{'axons': 2, 'dendrites': 2, 'neurons': 1}"
How many families are known quarks divided into?,ref,1,0.6,"{'five': 2, 'four': 0, 'three': 3, 'two': 0}"
How many families are known quarks divided into?,sys,0,0.2,"{'five': 1, 'four': 2, 'three': 1, 'two': 1}"
"The nervous system has two main parts, called the central nervous system and the what?",ref,0,0.0,"{'functional nervious system': 1, 'obsolete nervous system': 3, 'peripheral nervous system': 0, 'useful nervous system': 1}"
"The nervous system has two main parts, called the central nervous system and the what?",sys,1,1.0,{'peripheral nervous system': 5}
What makes up the dense outer layer of bones?,ref,0,0.0,"{'adipose tissue': 2, 'compact bone': 0, 'ligaments': 1, 'plasma': 2}"
What makes up the dense outer layer of bones?,sys,1,0.4,"{'compact bone': 2, 'fat': 2, 'muscle': 1}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",ref,1,0.6,"{'diverse behaviors': 0, 'impulsive behaviors': 1, 'innate behaviors': 3, 'protective behaviors': 1}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",sys,0,0.4,"{'active behaviors': 3, 'innate behaviors': 2}"
"Yeasts, molds, and mushrooms are all different kinds of what?",ref,0,0.2,"{'bacteria': 2, 'fossil': 1, 'fungi': 1, 'pollen': 1}"
"Yeasts, molds, and mushrooms are all different kinds of what?",sys,1,0.4,"{'bacteria': 0, 'fungi': 2, 'parasites': 1, 'viruses': 2}"
What is the term for the preserved remains or traces of organisms that lived in the past?,ref,0,0.2,"{'bones': 0, 'corals': 2, 'detritis': 2, 'fossils': 1}"
What is the term for the preserved remains or traces of organisms that lived in the past?,sys,0,0.0,"{'fossil': 0, 'fossilization': 3, 'fossilized': 2, 'fossils': 0}"
"What process, which is analogous to mitosis, is a series of events that arrange and separate chromosomes and chromatids into daughter cells?",ref,0,0.2,"{'apoptosis': 2, 'digestion': 1, 'inhibition': 1, 'meiosis': 1}"
"What process, which is analogous to mitosis, is a series of events that arrange and separate chromosomes and chromatids into daughter cells?",sys,0,0.2,"{'differentiation': 2, 'meiosis': 1, 'replication': 1, 'splicing': 1}"
All of the elements in group 9 have nine of which electrons?,ref,0,0.2,"{'gradient': 2, 'ionic': 1, 'shell': 1, 'valence': 1}"
All of the elements in group 9 have nine of which electrons?,sys,0,0.0,"{'helium': 2, 'nitrogen': 1, 'oxygen': 2, 'valence': 0}"
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called?,ref,0,0.2,"{'ionic bond': 3, 'metallic bond': 1, 'metallic yield': 0, 'temporal bond': 1}"
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called?,sys,0,0.4,"{'metallic attraction': 1, 'metallic bond': 2, 'metallic repulsion': 2}"
"When a car is brought to a stop by friction on level ground, it loses what?",ref,1,0.4,"{'exhibit energy': 1, 'kinetic energy': 2, 'mass energy': 2, 'residual energy': 0}"
"When a car is brought to a stop by friction on level ground, it loses what?",sys,0,0.2,"{'kinetic energy': 1, 'mass': 1, 'momentum': 1, 'velocity': 2}"
"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",ref,0,0.2,"{'attentive system': 2, 'circulatory system': 1, 'nervous system': 1, 'respiratory system': 1}"
"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",sys,1,1.0,{'nervous system': 5}
Do vascular or nonvascular plants lack tracheids?,ref,1,0.4,"{'both do': 1, 'neither do': 1, 'nonvascular': 2, 'vascular': 1}"
Do vascular or nonvascular plants lack tracheids?,sys,0,0.2,"{'nonvascular': 1, 'tracheids': 1, 'trichina': 0, 'trichomes': 3}"
"When the earth is between the moon and the sun, what type of moon shows?",ref,0,0.0,"{'a full moon': 0, 'crescent moon': 1, 'half moon': 1, 'waning moon': 3}"
"When the earth is between the moon and the sun, what type of moon shows?",sys,0,0.2,"{'a full moon': 1, 'crescent moon': 2, 'gibbous moon': 1, 'new moon': 1}"
The stored chemical energy of trees and other plants is called what?,ref,0,0.2,"{'biocomposte energy': 2, 'biomass energy': 1, 'byproduct energy': 1, 'decomposition energy': 1}"
The stored chemical energy of trees and other plants is called what?,sys,0,0.2,"{'biomass energy': 1, 'fossil fuels': 1, 'nuclear energy': 2, 'renewable energy': 1}"
What is the star nearest the earth named?,ref,0,0.2,"{'alpha centauri': 1, 'andromeda centauri': 0, 'apollinaris centauri': 3, 'proxima centauri': 1}"
What is the star nearest the earth named?,sys,1,0.6,"{'alpha centauri': 2, 'beta centauri': 0, 'gamma centauri': 0, 'proxima centauri': 3}"
What are the majority of solution properties dependent upon?,ref,0,0.0,"{'acid state of solute': 3, 'chemical state of solute': 0, 'gas state of solute': 1, 'similar state of solute': 1}"
What are the majority of solution properties dependent upon?,sys,0,0.2,"{'chemical state of solute': 1, 'liquid': 1, 'solid': 2, 'volatile': 1}"
What must be combined with a halogen to give it a positive oxidation number?,ref,0,0.2,"{'calcium': 0, 'carbon': 1, 'nitrogen': 3, 'oxygen': 1}"
What must be combined with a halogen to give it a positive oxidation number?,sys,0,0.2,"{'hydrogen': 1, 'nitrogen': 2, 'oxygen': 1, 'sulfur': 1}"
Hormones are often regulated through what?,ref,1,0.4,"{'alternating loops': 1, 'feedback loops': 2, 'intensity loops': 1, 'response loops': 1}"
Hormones are often regulated through what?,sys,1,0.6,"{""'reduction loops'"": 0, ""'redundancy loops'"": 1, ""'reinforcement loops'"": 1, 'feedback loops': 3}"
Surging hormones will cause adolescents to have what?,ref,0,0.4,"{'blackouts': 0, 'bulging muscles': 0, 'growth spurts': 3, 'mood swings': 2}"
Surging hormones will cause adolescents to have what?,sys,1,0.4,"{'depression': 1, 'mood swings': 2, 'nxiety': 1, 'sleep': 1}"
What is the term for the force that a magnet exerts on certain materials?,ref,0,0.2,"{'gravitational force': 3, 'magnetic force': 1, 'positive force': 1, 'potential force': 0}"
What is the term for the force that a magnet exerts on certain materials?,sys,1,0.4,"{'agnetic force': 2, 'magnetic field': 1, 'magnetic force': 2, 'magnetic moment': 0}"
What cells does the skeletal system make?,ref,1,0.6,"{'Dendritic cells': 0, 'Osteoclast': 0, 'blood cells': 3, 'brain cells': 2}"
What cells does the skeletal system make?,sys,0,0.0,"{'blood cells': 0, 'cells': 1, 'hormones': 2, 'proteins': 2}"
"When a stream or river slows down, it starts dropping its what?",ref,1,0.8,"{'fragments': 1, 'organisms': 0, 'pollutants': 0, 'sediments': 4}"
"When a stream or river slows down, it starts dropping its what?",sys,0,0.0,"{'sediment': 2, 'sedimentation': 3, 'sediments': 0}"
"What process, which is in many ways the opposite of photosynthesis, shows the interdependence of producers and consumers?",ref,1,0.8,"{'cellular respiration': 4, 'decomposition': 0, 'osmosis': 1, 'primarily respiration': 0}"
"What process, which is in many ways the opposite of photosynthesis, shows the interdependence of producers and consumers?",sys,1,0.6,"{'cellular respiration': 3, 'nitrogen fixation': 0, 'oxygen': 1, 'photosynthesis': 1}"
Which membranous organelles in a cell sequence enzyme and electron molecules for efficient cellular respiration?,ref,0,0.0,"{'bacterial': 1, 'glucose': 3, 'mitochondria': 0, 'protons': 1}"
Which membranous organelles in a cell sequence enzyme and electron molecules for efficient cellular respiration?,sys,0,0.4,"{'chloroplasts': 2, 'mitochondria': 2, 'ribosomes': 1}"
"In a plant, the flower contains what?",ref,0,0.4,"{'bees and blossoms': 1, 'bud and stem': 2, 'pollen and eggs': 2, 'seed and leaves': 0}"
"In a plant, the flower contains what?",sys,0,0.2,"{""'seeds"": 1, 'pollen and eggs': 1, 'seeds and eggs': 1, ""seeds and pollen'"": 2}"
What forms when one substances dissolves in another?,ref,0,0.4,"{'a solution': 2, 'a transition': 0, 'complex': 0, 'concentrate': 3}"
What forms when one substances dissolves in another?,sys,0,0.0,"{'a gas': 3, 'a liquid': 2, 'a solution': 0}"
What are thought to have evolved at least 200 million years ago from gymnosperms like gnetae?,ref,0,0.4,"{'cone-bearing plants': 1, 'deciduous trees': 0, 'flowering plants': 2, 'yeasts': 2}"
