question,source,accuracy,difficulty,distractor_effectiveness
What broad animal group is thought to have evolved from theropod dinosaurs around 150 million years ago?,ref,0,0.2,"{'birds': 1, 'insects': 2, 'mammals': 1, 'reptiles': 1}"
What broad animal group is thought to have evolved from theropod dinosaurs around 150 million years ago?,sys,0,0.0,"{'birds': 0, 'insects': 0, 'mammals': 2, 'reptiles': 3}"
"During evolution, something happened to increase the size of what organ in humans, relative to that of the chimpanzee?",ref,0,0.0,"{'brain': 0, 'liver': 2, 'lung': 2, 'stomach': 1}"
"During evolution, something happened to increase the size of what organ in humans, relative to that of the chimpanzee?",sys,0,0.4,"{'brain': 2, 'heart': 1, 'liver': 2, 'lungs': 0}"
What is the protein in red blood cells which transports oxygen around the body?,ref,0,0.2,"{'hematocrit': 0, 'hemoglobin': 1, 'hydrogen': 3, 'plasma': 1}"
What is the protein in red blood cells which transports oxygen around the body?,sys,0,0.2,"{'carbon': 2, 'hemoglobin': 1, 'nitrogen': 1, 'oxygen': 1}"
The glass hydrometer is filled with air and weighted with lead at the bottom. it floats highest in the densest fluids and has been calibrated and labeled so that you can read this from it?,ref,0,0.2,"{'density': 1, 'mass': 3, 'specific gravity': 1, 'volume': 0}"
The glass hydrometer is filled with air and weighted with lead at the bottom. it floats highest in the densest fluids and has been calibrated and labeled so that you can read this from it?,sys,1,0.6,"{'density': 2, 'specific gravity': 3}"
What system provides a major route for heat flow between the interior and exterior of the body?,ref,0,0.2,"{'excretory system': 3, 'nervous system': 1, 'respiratory system': 0, 'the circulatory system': 1}"
What system provides a major route for heat flow between the interior and exterior of the body?,sys,0,0.2,"{'the circulatory system': 1, 'the nervous system': 0, 'the respiratory system': 4}"
Organs involved in digestion that do not have food pass through them are called?,ref,1,0.8,"{'accessory organs': 4, 'bypass organs': 0, 'layer organs': 1, 'vestigial organs': 0}"
Organs involved in digestion that do not have food pass through them are called?,sys,0,0.2,"{'accessory organs': 1, 'gall bladder': 1, 'liver': 2, 'pancreas': 1}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",ref,0,0.2,"{'microorganisms': 3, 'neurotransmitters': 1, 'receptors': 0, 'viruses': 1}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",sys,1,0.6,"{'electrons': 0, 'ions': 1, 'neurotransmitters': 3, 'photons': 1}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,ref,0,0.0,"{'cortisol': 3, 'cytosol': 0, 'glycerol': 2, 'plasma': 0}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,sys,0,0.0,"{'cytosol': 0, 'membrane': 2, 'nucleus': 1, 'plasma': 2}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",ref,0,0.2,"{'kinetic force': 0, 'net force': 1, 'quarter force': 1, 'rolled force': 3}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",sys,1,0.8,"{'negative force': 0, 'negative friction': 0, 'negative frictional force': 1, 'net force': 4}"
What is the term for the force that brings objects toward the earth?,ref,0,0.2,"{'centrifugal': 1, 'gravity': 1, 'light': 1, 'weight': 2}"
What is the term for the force that brings objects toward the earth?,sys,0,0.4,"{""'air pressure'"": 3, ""'airborne'"": 0, 'gravity': 2}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",ref,0,0.2,"{'bedrock': 1, 'groundwater': 1, 'ocean floor': 1, 'water table': 2}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",sys,0,0.0,"{'air': 3, 'bedrock': 0, 'rock': 0, 'water': 2}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",ref,0,0.4,"{'diameter': 2, 'height': 2, 'surface': 0, 'weight': 1}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",sys,1,0.4,"{'diameter': 2, 'oxygen': 1, 'pressure': 1, 'size': 1}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,ref,0,0.2,"{'absorption': 2, 'digestion': 1, 'regeneration': 1, 'respiration': 1}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,sys,0,0.0,"{'absorption': 1, 'digestion': 0, 'excretion': 3, 'metabolism': 1}"
Which fish has a round sucker used to suck the blood of other fish?,ref,0,0.4,"{'abalone': 0, 'lamprey': 2, 'moray': 2, 'shark': 1}"
Which fish has a round sucker used to suck the blood of other fish?,sys,1,0.6,"{'eel': 0, 'fish': 2, 'lamprey': 3, 'shark': 0}"
What type of change is undergone when the physical properties of a substance are changed?,ref,0,0.0,"{'atmospheric': 3, 'genetic': 0, 'physical': 0, 'thermal': 2}"
What type of change is undergone when the physical properties of a substance are changed?,sys,0,0.2,"{'chemical': 1, 'chemical change': 2, 'chemical reaction': 1, 'physical': 1}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",ref,1,0.6,"{'digestive system': 3, 'endocrine system': 2, 'nervous system': 0, 'urinary system': 0}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",sys,0,0.0,"{""'endocrine'"": 0, ""'heart'"": 1, ""'skeletal'"": 4, 'digestive system': 0}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,ref,1,0.4,"{'carbon': 0, 'carbon dioxide': 2, 'nitrogen': 1, 'oxygen': 2}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,sys,0,0.0,"{'carbon dioxide': 1, 'hydrogen': 1, 'nitrogen': 3, 'oxygen': 0}"
Where on a jellyfish is the mouth opening located?,ref,0,0.0,"{'left side': 2, 'right side': 2, 'top': 1, 'underside': 0}"
Where on a jellyfish is the mouth opening located?,sys,0,0.2,"{'dorsal': 1, 'lateral': 2, 'underside': 1, 'ventral': 1}"
Calcium ion is an example of what kind of messenger?,ref,0,0.2,"{'first': 4, 'fourth': 0, 'second': 1, 'third': 0}"
Calcium ion is an example of what kind of messenger?,sys,1,0.4,"{'first': 1, 'fourth': 2, 'second': 2, 'third': 0}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,ref,0,0.0,"{'hormones': 2, 'lipids': 2, 'prostaglandins': 0, 'triglycerides': 1}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,sys,0,0.0,"{'cholesterol': 3, 'insulin': 2, 'prostaglandins': 0, 'vitamin': 0}"
What unit do astronomers use to describe distances in space?,ref,1,0.4,"{'gravity years': 1, 'light months': 1, 'light years': 2, 'quantum years': 1}"
What unit do astronomers use to describe distances in space?,sys,0,0.0,"{'centimeters': 3, 'feet': 2, 'light years': 0, 'miles': 0}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,ref,0,0.2,"{'diffusion': 1, 'electrolysis': 3, 'mitosis': 0, 'osmosis': 1}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,sys,1,0.6,"{'diffusion': 2, 'osmosis': 3}"
What is the phenotypic range of a particular genotype called?,ref,0,0.2,"{'diversity': 0, 'natural selection': 3, 'norm of reaction': 1, 'range of motion': 1}"
What is the phenotypic range of a particular genotype called?,sys,0,0.2,"{""'normal"": 0, 'norm of reaction': 1, 'normal': 2, ""normal'"": 2}"
What cells are the basis of nervous tissue?,ref,0,0.4,"{'erythrocytes': 1, 'lipocytes': 0, 'neurons': 2, 'osteoclasts': 2}"
What cells are the basis of nervous tissue?,sys,1,1.0,{'neurons': 5}
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",ref,0,0.2,"{'calcites': 2, 'fullerenes': 1, 'lead': 2, 'ligands': 0}"
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",sys,1,0.4,"{'carbon': 1, 'fullerenes': 2, 'helium': 0, 'hydrogen': 2}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",ref,0,0.0,"{'cranial cavity': 2, 'oral cavity': 3, 'pericardial cavity': 0, 'thoracic cavity': 0}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",sys,1,0.6,"{'atrium': 0, 'pericardial cavity': 3, 'ventricle': 0, 'ventricle and atrium': 2}"
What part of the male reproductive system is involved with the most common disorders?,ref,0,0.2,"{'the glans': 2, 'the penis': 0, 'the testes': 1, 'the ureter': 2}"
What part of the male reproductive system is involved with the most common disorders?,sys,0,0.4,"{'fallopian tube': 0, 'ovary': 2, 'the testes': 2, 'uterus': 1}"
Layers of what create a volcano?,ref,0,0.2,"{'crust': 1, 'lava': 1, 'limestone': 0, 'rock': 3}"
Layers of what create a volcano?,sys,1,0.8,"{'ice': 0, 'lava': 4, 'magma': 1, 'water': 0}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",ref,0,0.4,"{'metabolic circulation': 1, 'pulmonary circulation': 2, 'sensory circulation': 0, 'systemic circulation': 2}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",sys,1,0.8,"{'circulatory': 1, 'pulmonary circulation': 4}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,ref,1,0.6,"{'amphibians': 0, 'carnivores': 2, 'herbivores': 3, 'omnivores': 0}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,sys,1,0.6,"{'carnivores': 2, 'herbivores': 3}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",ref,0,0.2,"{'aseptic': 1, 'experimental control': 1, 'ionization': 1, 'personal hygiene': 2}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",sys,1,0.6,"{'aseptic': 3, 'contaminated': 0, 'sterile': 2}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",ref,1,0.4,"{'anode cell': 1, 'galvanic cell': 2, 'stimulation cell': 2, 'voltaic cell': 0}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",sys,1,0.6,"{'galvanic cell': 3, 'hydrogen': 0, 'nitrogen': 0, 'oxygen': 2}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",ref,0,0.0,"{'Golgi apparatus': 3, 'enzyme': 1, 'mitochondria': 0, 'nucleus': 1}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",sys,0,0.0,"{'cleus': 1, 'cytoplasm': 1, 'mitochondria': 0, 'ribosome': 3}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",ref,0,0.0,"{'desiccation and predators': 0, 'entrainment and predators': 3, 'fermentation and predators': 0, 'starvation and predators': 2}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",sys,0,0.4,"{'bacteria': 2, 'desiccation and predators': 2, 'pollen': 0, 'spores': 1}"
What is the term for air moving over earth’s surface?,ref,0,0.0,"{'humidity': 1, 'spin cycle': 3, 'tidal': 1, 'wind': 0}"
What is the term for air moving over earth’s surface?,sys,0,0.0,"{'cloud': 3, 'ice': 1, 'snow': 1, 'wind': 0}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,ref,0,0.4,"{'bones': 2, 'heart': 1, 'lungs': 2, 'ovaries': 0}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,sys,1,0.4,"{'heart': 1, 'kidney': 0, 'liver': 2, 'lungs': 2}"
What are the best-known extinct vertebrates?,ref,1,0.6,"{'dinosaurs': 3, 'snakes': 1, 'trees': 0, 'trilobites': 1}"
What are the best-known extinct vertebrates?,sys,0,0.2,"{'birds': 1, 'dinosaurs': 1, 'mammals': 2, 'reptiles': 1}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,ref,0,0.4,"{'cells': 0, 'chromosomes': 2, 'receptors': 3, 'ribosomes': 0}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,sys,0,0.0,"{'chromosomes': 0, 'mitochondria': 1, 'nucleus': 3, 'ribosomes': 1}"
What development is less risky for the mother?,ref,0,0.4,"{'atypical': 0, 'gastrointestinal': 1, 'marsupial': 2, 'mutation': 2}"
What development is less risky for the mother?,sys,0,0.2,"{'bird': 2, 'mammal': 2, 'marsupial': 1, 'reptile': 0}"
What does the term decay in chemistry refer to with regards to atoms?,ref,0,0.0,"{'changes in nuclei': 0, 'destruction of nuclei': 2, 'pressures in nuclei': 1, 'separation of nuclei': 2}"
What does the term decay in chemistry refer to with regards to atoms?,sys,0,0.2,"{'changes in electrons': 2, 'changes in electrons and nuclei': 2, 'changes in nuclei': 1}"
How does increasing the temperature of reactants affect the rate of their reaction?,ref,0,0.4,"{'it decreases it': 0, 'it increases it': 2, 'it is unchanged': 2, 'it patterns it': 1}"
How does increasing the temperature of reactants affect the rate of their reaction?,sys,0,0.2,"{'faster': 0, 'it increases it': 1, 'less': 2, 'more': 2}"
What type of eclipse happens when a full moon moves through earth's shadow?,ref,0,0.2,"{'cycle': 1, 'lunar': 1, 'planetary': 1, 'solar': 2}"
What type of eclipse happens when a full moon moves through earth's shadow?,sys,1,0.4,"{'lunar': 2, 'solar': 1, 'solar eclipse': 1, 'solar flare': 1}"
Dynamite is an example of what type of potential energy?,ref,1,0.6,"{'carbon': 1, 'chemical': 3, 'mineral': 0, 'thermal': 1}"
Dynamite is an example of what type of potential energy?,sys,0,0.2,"{'chemical': 1, 'gravitational': 2, 'kinetic': 1, 'thermal': 1}"
All the atoms of a given element have the same number what?,ref,0,0.0,"{'cells and electrons': 3, 'neutrons and electrons': 2, 'neutrons and protons': 0, 'protons and electrons': 0}"
All the atoms of a given element have the same number what?,sys,0,0.2,"{'electrons and neutrons': 0, 'protons and electrons': 1, 'protons and neutrons': 2, 'protons and neutrons and electrons': 2}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,ref,1,0.6,"{'axons': 0, 'cells': 1, 'eggs': 1, 'genes': 3}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,sys,0,0.4,"{'enzymes': 0, 'genes': 2, 'hormones': 0, 'proteins': 3}"
The lattice energy is usually the most important energy factor in determining the stability of what?,ref,1,0.4,"{'harmonic compound': 1, 'ionic compound': 2, 'magnetic compound': 2, 'saline compound': 0}"
The lattice energy is usually the most important energy factor in determining the stability of what?,sys,0,0.2,"{'hydrocarbon': 0, 'ionic compound': 1, 'metal compound': 3, 'metalloid compound': 1}"
What kind of organisms helps hold soil in place to slow erosion?,ref,0,0.2,"{'animals': 2, 'bacteria': 2, 'flowers': 0, 'plants': 1}"
What kind of organisms helps hold soil in place to slow erosion?,sys,0,0.0,"{'bacteria': 1, 'fungi': 2, 'insects': 2, 'plants': 0}"
Water found on the surface of the earth is referred to as what?,ref,1,0.4,"{'groundwater': 0, 'reservoir water': 2, 'runoff': 1, 'surface water': 2}"
Water found on the surface of the earth is referred to as what?,sys,1,0.6,"{""'surface air'"": 1, ""'surface water'"": 0, 'surface water': 3, ""surface water'"": 1}"
Which planet is named after the roman goddess of love?,ref,0,0.2,"{'Jupiter': 0, 'Mercury': 2, 'Neptune': 2, 'venus': 1}"
Which planet is named after the roman goddess of love?,sys,1,0.4,"{'earth': 1, 'jupiter': 1, 'mars': 1, 'venus': 2}"
"In astronomy, what are so dense that not even light can escape their gravity?",ref,1,0.8,"{'black holes': 4, 'black rods': 0, 'dwarf stars': 1, 'red holes': 0}"
"In astronomy, what are so dense that not even light can escape their gravity?",sys,0,0.2,"{'black holes': 1, 'neutron stars': 2, 'white dwarfs': 2}"
What are the simplest organic compounds?,ref,0,0.2,"{'carbohydrates': 2, 'enzymes': 0, 'hydrocarbons': 1, 'proteins': 2}"
What are the simplest organic compounds?,sys,1,1.0,{'hydrocarbons': 5}
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",ref,1,0.4,"{'axis': 2, 'radius': 1, 'skull': 1, 'ulna': 1}"
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",sys,0,0.2,"{'axis': 1, 'diagonal': 3, 'horizontal': 1, 'vertical': 0}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",ref,1,0.6,"{'adaptive behavior': 0, 'commensalism': 1, 'interspecies competition': 1, 'intraspecific competition': 3}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",sys,1,0.6,"{'interdependence': 1, 'intraspecific competition': 3, 'intrinsically competitive': 1, 'mutual competition': 0}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",ref,0,0.2,"{'electrical charge': 1, 'liquid charge': 0, 'stellar charge': 2, 'sunlight charge': 2}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",sys,0,0.2,"{'electrical charge': 1, 'magnetic field': 2, 'magnetic field lines': 1, 'magnetic pole': 1}"
"Plants require air, water, nutrients, and what in order to live and survive?",ref,0,0.4,"{'entertainment': 1, 'gravity': 0, 'light': 2, 'money': 2}"
"Plants require air, water, nutrients, and what in order to live and survive?",sys,1,0.4,"{'carbon dioxide': 0, 'light': 2, 'oxygen': 2, 'water': 1}"
"Exothermic reactions, like all chemical reactions, require what to get started?",ref,1,0.4,"{'activation energy': 2, 'membrane energy': 0, 'specific energy': 1, 'surface energy': 2}"
"Exothermic reactions, like all chemical reactions, require what to get started?",sys,0,0.0,"{'activation energy': 0, 'high energy': 2, 'high pressure': 2, 'high temperature': 1}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",ref,0,0.2,"{'amphibians': 1, 'fish': 1, 'mammals': 3, 'reptiles': 0}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",sys,1,0.6,"{'amphibians': 3, 'mammals': 1, 'reptiles': 1, 'rthropods': 0}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",ref,0,0.0,"{'disperse': 0, 'filter': 4, 'fuse': 0, 'vaporize': 1}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",sys,0,0.2,"{""'use'"": 4, 'fuse': 1}"
What is telomere shortening associated with?,ref,0,0.0,"{'aging': 0, 'changing': 1, 'reducing': 1, 'sleeping': 3}"
What is telomere shortening associated with?,sys,1,1.0,{'aging': 5}
What gas is released when dead organisms and other organic materials decompose?,ref,0,0.0,"{'carbon dioxide': 0, 'carbon monoxide': 1, 'hydrogen peroxide': 1, 'nitrous oxide': 3}"
What gas is released when dead organisms and other organic materials decompose?,sys,0,0.0,"{'carbon dioxide': 0, 'hydrogen': 2, 'nitrogen': 2, 'oxygen': 1}"
What type of lens is thicker at the edges than it is in the middle?,ref,0,0.0,"{'concave lens': 0, 'convex lens': 1, 'glass lens': 1, 'surface lens': 3}"
What type of lens is thicker at the edges than it is in the middle?,sys,0,0.2,"{'concave lens': 1, 'convex lens': 4}"
A collapsing nebula leads to what process?,ref,1,0.6,"{'chemical reaction': 1, 'destructive fusion': 1, 'nuclear fusion': 3, 'nuclear reaction': 0}"
A collapsing nebula leads to what process?,sys,1,0.6,"{'helium': 2, 'heliumation': 0, 'nuclear fusion': 3}"
Lenses that focus light are called what?,ref,0,0.0,"{'active lenses': 1, 'converging lenses': 0, 'powering lenses': 3, 'sensing lenses': 1}"
Lenses that focus light are called what?,sys,1,0.6,"{'converging lenses': 3, 'diverging lenses': 2}"
What happens to the pressure when more gas is added to a rigid container?,ref,1,0.4,"{'Higher': 2, 'changes': 0, 'increases': 2, 'occurs': 1}"
What happens to the pressure when more gas is added to a rigid container?,sys,0,0.2,"{'increases': 1, 'less than 1': 1, 'less than 2': 3, 'less than 3': 0}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",ref,0,0.2,"{'direction': 1, 'location': 3, 'pressure': 1, 'reason': 0}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",sys,0,0.2,"{'direction': 1, 'horizontal': 1, 'horizontal and vertical': 3, 'vertical': 0}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,ref,0,0.2,"{'compass': 3, 'compress': 1, 'electromagnet': 1, 'impoundment': 0}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,sys,0,0.2,"{'electromagnet': 1, 'magnetic field': 3, 'magnetic force': 1, 'magnetic moment': 0}"
Enzymes can catalyze up to several million reactions per what?,ref,0,0.0,"{'day': 2, 'hour': 2, 'minute': 1, 'second': 0}"
Enzymes can catalyze up to several million reactions per what?,sys,0,0.0,"{'fourth': 3, 'second': 0, 'third': 2}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",ref,0,0.0,"{'electrons': 1, 'ions': 1, 'neurons': 0, 'protons': 3}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",sys,0,0.4,"{'axons': 0, 'dendrites': 3, 'neurons': 2}"
How many families are known quarks divided into?,ref,0,0.2,"{'five': 0, 'four': 3, 'three': 1, 'two': 1}"
How many families are known quarks divided into?,sys,0,0.2,"{'five': 1, 'four': 1, 'three': 1, 'two': 2}"
"The nervous system has two main parts, called the central nervous system and the what?",ref,0,0.2,"{'functional nervious system': 2, 'obsolete nervous system': 1, 'peripheral nervous system': 1, 'useful nervous system': 1}"
"The nervous system has two main parts, called the central nervous system and the what?",sys,1,1.0,{'peripheral nervous system': 5}
What makes up the dense outer layer of bones?,ref,0,0.2,"{'adipose tissue': 1, 'compact bone': 1, 'ligaments': 2, 'plasma': 1}"
What makes up the dense outer layer of bones?,sys,1,0.4,"{'compact bone': 2, 'fat': 1, 'muscle': 2}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",ref,0,0.2,"{'diverse behaviors': 3, 'impulsive behaviors': 0, 'innate behaviors': 1, 'protective behaviors': 1}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",sys,0,0.4,"{'active behaviors': 3, 'innate behaviors': 2}"
"Yeasts, molds, and mushrooms are all different kinds of what?",ref,0,0.0,"{'bacteria': 0, 'fossil': 1, 'fungi': 0, 'pollen': 4}"
"Yeasts, molds, and mushrooms are all different kinds of what?",sys,0,0.2,"{'bacteria': 1, 'fungi': 1, 'parasites': 0, 'viruses': 3}"
What is the term for the preserved remains or traces of organisms that lived in the past?,ref,0,0.4,"{'bones': 0, 'corals': 0, 'detritis': 3, 'fossils': 2}"
What is the term for the preserved remains or traces of organisms that lived in the past?,sys,1,0.4,"{'fossil': 2, 'fossilization': 0, 'fossilized': 1, 'fossils': 2}"
"What process, which is analogous to mitosis, is a series of events that arrange and separate chromosomes and chromatids into daughter cells?",ref,0,0.0,"{'apoptosis': 2, 'digestion': 0, 'inhibition': 3, 'meiosis': 0}"
"What process, which is analogous to mitosis, is a series of events that arrange and separate chromosomes and chromatids into daughter cells?",sys,0,0.0,"{'differentiation': 2, 'meiosis': 0, 'replication': 2, 'splicing': 1}"
All of the elements in group 9 have nine of which electrons?,ref,0,0.0,"{'gradient': 1, 'ionic': 2, 'shell': 2, 'valence': 0}"
All of the elements in group 9 have nine of which electrons?,sys,0,0.2,"{'helium': 1, 'nitrogen': 2, 'oxygen': 1, 'valence': 1}"
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called?,ref,0,0.0,"{'ionic bond': 4, 'metallic bond': 0, 'metallic yield': 1, 'temporal bond': 0}"
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called?,sys,0,0.4,"{'metallic attraction': 0, 'metallic bond': 2, 'metallic repulsion': 3}"
"When a car is brought to a stop by friction on level ground, it loses what?",ref,0,0.2,"{'exhibit energy': 0, 'kinetic energy': 1, 'mass energy': 3, 'residual energy': 1}"
"When a car is brought to a stop by friction on level ground, it loses what?",sys,0,0.2,"{'kinetic energy': 1, 'mass': 1, 'momentum': 1, 'velocity': 2}"
"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",ref,1,0.6,"{'attentive system': 1, 'circulatory system': 1, 'nervous system': 3, 'respiratory system': 0}"
"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",sys,1,1.0,{'nervous system': 5}
Do vascular or nonvascular plants lack tracheids?,ref,0,0.0,"{'both do': 2, 'neither do': 1, 'nonvascular': 0, 'vascular': 2}"
Do vascular or nonvascular plants lack tracheids?,sys,1,0.8,"{'nonvascular': 4, 'tracheids': 0, 'trichina': 0, 'trichomes': 1}"
"When the earth is between the moon and the sun, what type of moon shows?",ref,1,0.4,"{'a full moon': 2, 'crescent moon': 1, 'half moon': 0, 'waning moon': 2}"
"When the earth is between the moon and the sun, what type of moon shows?",sys,1,0.4,"{'a full moon': 2, 'crescent moon': 1, 'gibbous moon': 1, 'new moon': 1}"
The stored chemical energy of trees and other plants is called what?,ref,0,0.2,"{'biocomposte energy': 1, 'biomass energy': 1, 'byproduct energy': 3, 'decomposition energy': 0}"
The stored chemical energy of trees and other plants is called what?,sys,0,0.0,"{'biomass energy': 0, 'fossil fuels': 2, 'nuclear energy': 2, 'renewable energy': 1}"
What is the star nearest the earth named?,ref,0,0.2,"{'alpha centauri': 0, 'andromeda centauri': 2, 'apollinaris centauri': 2, 'proxima centauri': 1}"
What is the star nearest the earth named?,sys,1,0.4,"{'alpha centauri': 1, 'beta centauri': 0, 'gamma centauri': 2, 'proxima centauri': 2}"
What are the majority of solution properties dependent upon?,ref,0,0.0,"{'acid state of solute': 1, 'chemical state of solute': 0, 'gas state of solute': 3, 'similar state of solute': 1}"
What are the majority of solution properties dependent upon?,sys,0,0.0,"{'chemical state of solute': 0, 'liquid': 2, 'solid': 0, 'volatile': 3}"
What must be combined with a halogen to give it a positive oxidation number?,ref,1,0.4,"{'calcium': 1, 'carbon': 0, 'nitrogen': 2, 'oxygen': 2}"
What must be combined with a halogen to give it a positive oxidation number?,sys,0,0.4,"{'hydrogen': 0, 'nitrogen': 2, 'oxygen': 2, 'sulfur': 1}"
Hormones are often regulated through what?,ref,0,0.4,"{'alternating loops': 2, 'feedback loops': 2, 'intensity loops': 0, 'response loops': 1}"
Hormones are often regulated through what?,sys,0,0.2,"{""'reduction loops'"": 1, ""'redundancy loops'"": 1, ""'reinforcement loops'"": 2, 'feedback loops': 1}"
Surging hormones will cause adolescents to have what?,ref,0,0.2,"{'blackouts': 0, 'bulging muscles': 1, 'growth spurts': 3, 'mood swings': 1}"
Surging hormones will cause adolescents to have what?,sys,0,0.2,"{'depression': 0, 'mood swings': 1, 'nxiety': 3, 'sleep': 1}"
What is the term for the force that a magnet exerts on certain materials?,ref,0,0.2,"{'gravitational force': 2, 'magnetic force': 1, 'positive force': 1, 'potential force': 1}"
What is the term for the force that a magnet exerts on certain materials?,sys,0,0.2,"{'agnetic force': 3, 'magnetic field': 1, 'magnetic force': 1, 'magnetic moment': 0}"
What cells does the skeletal system make?,ref,0,0.2,"{'Dendritic cells': 1, 'Osteoclast': 3, 'blood cells': 1, 'brain cells': 0}"
What cells does the skeletal system make?,sys,0,0.0,"{'blood cells': 0, 'cells': 2, 'hormones': 1, 'proteins': 2}"
"When a stream or river slows down, it starts dropping its what?",ref,0,0.0,"{'fragments': 1, 'organisms': 4, 'pollutants': 0, 'sediments': 0}"
"When a stream or river slows down, it starts dropping its what?",sys,1,0.6,"{'sediment': 0, 'sedimentation': 2, 'sediments': 3}"
"What process, which is in many ways the opposite of photosynthesis, shows the interdependence of producers and consumers?",ref,1,0.4,"{'cellular respiration': 2, 'decomposition': 1, 'osmosis': 1, 'primarily respiration': 1}"
"What process, which is in many ways the opposite of photosynthesis, shows the interdependence of producers and consumers?",sys,0,0.2,"{'cellular respiration': 1, 'nitrogen fixation': 2, 'oxygen': 1, 'photosynthesis': 1}"
