question,source,accuracy,difficulty,distractor_effectiveness
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,sys,1,0.6,"{'electron': 0, 'neutron': 1, 'proton': 1, 'valence electron': 3}"
The ionic end of a detergent can either be a sulfate or what?,ref,0,0.4,"{'calcite': 2, 'molecule': 1, 'phosphate': 0, 'sulfonate': 2}"
The ionic end of a detergent can either be a sulfate or what?,sys,0,0.0,"{'hydrochlorate': 1, 'hydrofluoride': 2, 'hydroiodide': 2, 'sulfonate': 0}"
"The inside of the small intestine has many folds, called villi. microvilli are lined with blood vessels as well as lymphatic vessels. the inside of the small intestine is called this?",ref,0,0.0,"{'lumen': 0, 'osmotic': 2, 'porous': 2, 'reticular': 1}"
"The inside of the small intestine has many folds, called villi. microvilli are lined with blood vessels as well as lymphatic vessels. the inside of the small intestine is called this?",sys,0,0.4,"{'large and small intestine': 1, 'large intestine': 2, 'lumen': 2, 'small intestine': 0}"
Why do fish have short esophaguses?,ref,1,0.6,"{'big tail': 2, 'no intestines': 0, 'no lungs': 3, 'no mouths': 0}"
Why do fish have short esophaguses?,sys,1,0.6,"{""'no ears'"": 0, ""'no eyes'"": 1, ""'no lungs'"": 1, 'no lungs': 3}"
What broad animal group is thought to have evolved from theropod dinosaurs around 150 million years ago?,ref,0,0.2,"{'birds': 1, 'insects': 2, 'mammals': 1, 'reptiles': 1}"
What broad animal group is thought to have evolved from theropod dinosaurs around 150 million years ago?,sys,0,0.0,"{'birds': 0, 'insects': 4, 'mammals': 0, 'reptiles': 1}"
"During evolution, something happened to increase the size of what organ in humans, relative to that of the chimpanzee?",ref,1,0.4,"{'brain': 2, 'liver': 1, 'lung': 1, 'stomach': 1}"
"During evolution, something happened to increase the size of what organ in humans, relative to that of the chimpanzee?",sys,0,0.0,"{'brain': 0, 'heart': 3, 'liver': 0, 'lungs': 2}"
What is the protein in red blood cells which transports oxygen around the body?,ref,0,0.2,"{'hematocrit': 0, 'hemoglobin': 1, 'hydrogen': 2, 'plasma': 2}"
What is the protein in red blood cells which transports oxygen around the body?,sys,0,0.2,"{'carbon': 3, 'hemoglobin': 1, 'nitrogen': 1, 'oxygen': 0}"
The glass hydrometer is filled with air and weighted with lead at the bottom. it floats highest in the densest fluids and has been calibrated and labeled so that you can read this from it?,ref,0,0.0,"{'density': 2, 'mass': 1, 'specific gravity': 0, 'volume': 2}"
The glass hydrometer is filled with air and weighted with lead at the bottom. it floats highest in the densest fluids and has been calibrated and labeled so that you can read this from it?,sys,0,0.4,"{'density': 3, 'specific gravity': 2}"
What system provides a major route for heat flow between the interior and exterior of the body?,ref,0,0.2,"{'excretory system': 2, 'nervous system': 1, 'respiratory system': 1, 'the circulatory system': 1}"
What system provides a major route for heat flow between the interior and exterior of the body?,sys,0,0.2,"{'the circulatory system': 1, 'the nervous system': 1, 'the respiratory system': 3}"
Organs involved in digestion that do not have food pass through them are called?,ref,0,0.2,"{'accessory organs': 1, 'bypass organs': 3, 'layer organs': 1, 'vestigial organs': 0}"
Organs involved in digestion that do not have food pass through them are called?,sys,0,0.2,"{'accessory organs': 1, 'gall bladder': 1, 'liver': 2, 'pancreas': 1}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",ref,0,0.4,"{'microorganisms': 2, 'neurotransmitters': 2, 'receptors': 0, 'viruses': 1}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",sys,1,0.4,"{'electrons': 0, 'ions': 2, 'neurotransmitters': 2, 'photons': 1}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,ref,1,0.4,"{'cortisol': 0, 'cytosol': 2, 'glycerol': 1, 'plasma': 2}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,sys,0,0.2,"{'cytosol': 1, 'membrane': 2, 'nucleus': 2, 'plasma': 0}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",ref,0,0.0,"{'kinetic force': 1, 'net force': 0, 'quarter force': 3, 'rolled force': 1}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",sys,0,0.2,"{'negative force': 2, 'negative friction': 1, 'negative frictional force': 1, 'net force': 1}"
What is the term for the force that brings objects toward the earth?,ref,0,0.2,"{'centrifugal': 0, 'gravity': 1, 'light': 2, 'weight': 2}"
What is the term for the force that brings objects toward the earth?,sys,1,0.8,"{""'air pressure'"": 0, ""'airborne'"": 1, 'gravity': 4}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",ref,0,0.0,"{'bedrock': 0, 'groundwater': 2, 'ocean floor': 1, 'water table': 2}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",sys,1,0.6,"{'air': 1, 'bedrock': 3, 'rock': 0, 'water': 1}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",ref,0,0.0,"{'diameter': 0, 'height': 1, 'surface': 0, 'weight': 4}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",sys,0,0.4,"{'diameter': 2, 'oxygen': 1, 'pressure': 0, 'size': 2}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,ref,1,0.6,"{'absorption': 0, 'digestion': 3, 'regeneration': 1, 'respiration': 1}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,sys,1,0.4,"{'absorption': 1, 'digestion': 2, 'excretion': 2, 'metabolism': 0}"
Which fish has a round sucker used to suck the blood of other fish?,ref,0,0.2,"{'abalone': 4, 'lamprey': 1, 'moray': 0, 'shark': 0}"
Which fish has a round sucker used to suck the blood of other fish?,sys,1,0.4,"{'eel': 1, 'fish': 2, 'lamprey': 2, 'shark': 0}"
What type of change is undergone when the physical properties of a substance are changed?,ref,0,0.0,"{'atmospheric': 2, 'genetic': 2, 'physical': 0, 'thermal': 1}"
What type of change is undergone when the physical properties of a substance are changed?,sys,0,0.0,"{'chemical': 2, 'chemical change': 2, 'chemical reaction': 1, 'physical': 0}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",ref,0,0.2,"{'digestive system': 1, 'endocrine system': 3, 'nervous system': 0, 'urinary system': 1}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",sys,1,0.4,"{""'endocrine'"": 1, ""'heart'"": 1, ""'skeletal'"": 1, 'digestive system': 2}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,ref,0,0.4,"{'carbon': 1, 'carbon dioxide': 0, 'nitrogen': 2, 'oxygen': 2}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,sys,1,0.4,"{'carbon dioxide': 0, 'hydrogen': 1, 'nitrogen': 2, 'oxygen': 2}"
Where on a jellyfish is the mouth opening located?,ref,1,0.6,"{'left side': 1, 'right side': 0, 'top': 1, 'underside': 3}"
Where on a jellyfish is the mouth opening located?,sys,0,0.4,"{'dorsal': 1, 'lateral': 2, 'underside': 2, 'ventral': 0}"
Calcium ion is an example of what kind of messenger?,ref,1,0.6,"{'first': 1, 'fourth': 0, 'second': 3, 'third': 1}"
Calcium ion is an example of what kind of messenger?,sys,0,0.2,"{'first': 3, 'fourth': 1, 'second': 1, 'third': 0}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,ref,1,0.4,"{'hormones': 1, 'lipids': 1, 'prostaglandins': 2, 'triglycerides': 1}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,sys,0,0.2,"{'cholesterol': 0, 'insulin': 3, 'prostaglandins': 1, 'vitamin': 1}"
What unit do astronomers use to describe distances in space?,ref,0,0.2,"{'gravity years': 1, 'light months': 1, 'light years': 1, 'quantum years': 2}"
What unit do astronomers use to describe distances in space?,sys,0,0.4,"{'centimeters': 0, 'feet': 1, 'light years': 2, 'miles': 2}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,ref,0,0.4,"{'diffusion': 0, 'electrolysis': 2, 'mitosis': 1, 'osmosis': 2}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,sys,0,0.4,"{'diffusion': 3, 'osmosis': 2}"
What is the phenotypic range of a particular genotype called?,ref,1,0.4,"{'diversity': 2, 'natural selection': 0, 'norm of reaction': 2, 'range of motion': 1}"
What is the phenotypic range of a particular genotype called?,sys,0,0.2,"{""'normal"": 0, 'norm of reaction': 1, 'normal': 3, ""normal'"": 1}"
What cells are the basis of nervous tissue?,ref,0,0.4,"{'erythrocytes': 1, 'lipocytes': 2, 'neurons': 2, 'osteoclasts': 0}"
What cells are the basis of nervous tissue?,sys,1,1.0,{'neurons': 5}
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",ref,0,0.2,"{'calcites': 1, 'fullerenes': 1, 'lead': 2, 'ligands': 1}"
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",sys,1,0.6,"{'carbon': 0, 'fullerenes': 3, 'helium': 1, 'hydrogen': 1}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",ref,1,0.6,"{'cranial cavity': 0, 'oral cavity': 1, 'pericardial cavity': 3, 'thoracic cavity': 1}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",sys,1,0.4,"{'atrium': 1, 'pericardial cavity': 2, 'ventricle': 1, 'ventricle and atrium': 1}"
What part of the male reproductive system is involved with the most common disorders?,ref,0,0.2,"{'the glans': 1, 'the penis': 2, 'the testes': 1, 'the ureter': 1}"
What part of the male reproductive system is involved with the most common disorders?,sys,0,0.0,"{'fallopian tube': 2, 'ovary': 1, 'the testes': 0, 'uterus': 2}"
Layers of what create a volcano?,ref,0,0.2,"{'crust': 1, 'lava': 1, 'limestone': 3, 'rock': 0}"
Layers of what create a volcano?,sys,0,0.0,"{'ice': 2, 'lava': 0, 'magma': 1, 'water': 2}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",ref,0,0.4,"{'metabolic circulation': 1, 'pulmonary circulation': 2, 'sensory circulation': 2, 'systemic circulation': 0}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",sys,1,0.6,"{'circulatory': 2, 'pulmonary circulation': 3}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,ref,0,0.2,"{'amphibians': 1, 'carnivores': 2, 'herbivores': 1, 'omnivores': 1}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,sys,0,0.2,"{'carnivores': 4, 'herbivores': 1}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",ref,0,0.0,"{'aseptic': 0, 'experimental control': 2, 'ionization': 2, 'personal hygiene': 1}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",sys,1,0.6,"{'aseptic': 3, 'contaminated': 1, 'sterile': 1}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",ref,1,0.4,"{'anode cell': 2, 'galvanic cell': 2, 'stimulation cell': 1, 'voltaic cell': 0}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",sys,0,0.0,"{'galvanic cell': 0, 'hydrogen': 1, 'nitrogen': 1, 'oxygen': 3}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",ref,0,0.2,"{'Golgi apparatus': 1, 'enzyme': 2, 'mitochondria': 1, 'nucleus': 1}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",sys,0,0.2,"{'cleus': 2, 'cytoplasm': 1, 'mitochondria': 1, 'ribosome': 1}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",ref,0,0.2,"{'desiccation and predators': 1, 'entrainment and predators': 3, 'fermentation and predators': 1, 'starvation and predators': 0}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",sys,0,0.0,"{'bacteria': 4, 'desiccation and predators': 0, 'pollen': 1, 'spores': 0}"
What is the term for air moving over earth’s surface?,ref,0,0.4,"{'humidity': 3, 'spin cycle': 0, 'tidal': 0, 'wind': 2}"
What is the term for air moving over earth’s surface?,sys,0,0.2,"{'cloud': 4, 'ice': 0, 'snow': 0, 'wind': 1}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,ref,0,0.4,"{'bones': 2, 'heart': 1, 'lungs': 2, 'ovaries': 0}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,sys,0,0.2,"{'heart': 1, 'kidney': 1, 'liver': 2, 'lungs': 1}"
What are the best-known extinct vertebrates?,ref,1,0.6,"{'dinosaurs': 3, 'snakes': 1, 'trees': 0, 'trilobites': 1}"
What are the best-known extinct vertebrates?,sys,0,0.2,"{'birds': 1, 'dinosaurs': 1, 'mammals': 2, 'reptiles': 1}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,ref,0,0.0,"{'cells': 1, 'chromosomes': 0, 'receptors': 1, 'ribosomes': 3}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,sys,1,0.4,"{'chromosomes': 2, 'mitochondria': 0, 'nucleus': 2, 'ribosomes': 1}"
What development is less risky for the mother?,ref,0,0.2,"{'atypical': 1, 'gastrointestinal': 2, 'marsupial': 1, 'mutation': 1}"
What development is less risky for the mother?,sys,0,0.2,"{'bird': 1, 'mammal': 3, 'marsupial': 1, 'reptile': 0}"
What does the term decay in chemistry refer to with regards to atoms?,ref,0,0.2,"{'changes in nuclei': 1, 'destruction of nuclei': 3, 'pressures in nuclei': 0, 'separation of nuclei': 1}"
What does the term decay in chemistry refer to with regards to atoms?,sys,0,0.0,"{'changes in electrons': 1, 'changes in electrons and nuclei': 4, 'changes in nuclei': 0}"
How does increasing the temperature of reactants affect the rate of their reaction?,ref,0,0.0,"{'it decreases it': 0, 'it increases it': 0, 'it is unchanged': 4, 'it patterns it': 1}"
How does increasing the temperature of reactants affect the rate of their reaction?,sys,1,0.4,"{'faster': 1, 'it increases it': 2, 'less': 1, 'more': 1}"
What type of eclipse happens when a full moon moves through earth's shadow?,ref,1,0.4,"{'cycle': 1, 'lunar': 2, 'planetary': 1, 'solar': 1}"
What type of eclipse happens when a full moon moves through earth's shadow?,sys,0,0.2,"{'lunar': 1, 'solar': 0, 'solar eclipse': 1, 'solar flare': 3}"
Dynamite is an example of what type of potential energy?,ref,0,0.2,"{'carbon': 0, 'chemical': 1, 'mineral': 2, 'thermal': 2}"
Dynamite is an example of what type of potential energy?,sys,1,0.6,"{'chemical': 3, 'gravitational': 0, 'kinetic': 2, 'thermal': 0}"
All the atoms of a given element have the same number what?,ref,0,0.2,"{'cells and electrons': 0, 'neutrons and electrons': 3, 'neutrons and protons': 1, 'protons and electrons': 1}"
All the atoms of a given element have the same number what?,sys,0,0.2,"{'electrons and neutrons': 2, 'protons and electrons': 1, 'protons and neutrons': 0, 'protons and neutrons and electrons': 2}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,ref,0,0.2,"{'axons': 2, 'cells': 0, 'eggs': 2, 'genes': 1}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,sys,1,0.4,"{'enzymes': 1, 'genes': 2, 'hormones': 1, 'proteins': 1}"
The lattice energy is usually the most important energy factor in determining the stability of what?,ref,0,0.0,"{'harmonic compound': 2, 'ionic compound': 0, 'magnetic compound': 1, 'saline compound': 2}"
The lattice energy is usually the most important energy factor in determining the stability of what?,sys,0,0.0,"{'hydrocarbon': 0, 'ionic compound': 0, 'metal compound': 3, 'metalloid compound': 2}"
What kind of organisms helps hold soil in place to slow erosion?,ref,0,0.0,"{'animals': 2, 'bacteria': 1, 'flowers': 2, 'plants': 0}"
What kind of organisms helps hold soil in place to slow erosion?,sys,0,0.2,"{'bacteria': 2, 'fungi': 0, 'insects': 2, 'plants': 1}"
Water found on the surface of the earth is referred to as what?,ref,0,0.2,"{'groundwater': 1, 'reservoir water': 1, 'runoff': 2, 'surface water': 1}"
Water found on the surface of the earth is referred to as what?,sys,0,0.0,"{""'surface air'"": 2, ""'surface water'"": 3, 'surface water': 0, ""surface water'"": 0}"
Which planet is named after the roman goddess of love?,ref,1,0.4,"{'Jupiter': 2, 'Mercury': 1, 'Neptune': 0, 'venus': 2}"
Which planet is named after the roman goddess of love?,sys,1,0.6,"{'earth': 0, 'jupiter': 0, 'mars': 2, 'venus': 3}"
"In astronomy, what are so dense that not even light can escape their gravity?",ref,1,0.6,"{'black holes': 3, 'black rods': 1, 'dwarf stars': 1, 'red holes': 0}"
"In astronomy, what are so dense that not even light can escape their gravity?",sys,1,0.6,"{'black holes': 3, 'neutron stars': 2, 'white dwarfs': 0}"
What are the simplest organic compounds?,ref,1,0.6,"{'carbohydrates': 2, 'enzymes': 0, 'hydrocarbons': 3, 'proteins': 0}"
What are the simplest organic compounds?,sys,1,1.0,{'hydrocarbons': 5}
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",ref,0,0.4,"{'axis': 2, 'radius': 2, 'skull': 1, 'ulna': 0}"
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",sys,0,0.2,"{'axis': 1, 'diagonal': 1, 'horizontal': 1, 'vertical': 2}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",ref,0,0.4,"{'adaptive behavior': 2, 'commensalism': 1, 'interspecies competition': 0, 'intraspecific competition': 2}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",sys,0,0.0,"{'interdependence': 3, 'intraspecific competition': 0, 'intrinsically competitive': 2, 'mutual competition': 0}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",ref,0,0.0,"{'electrical charge': 0, 'liquid charge': 3, 'stellar charge': 0, 'sunlight charge': 2}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",sys,1,0.4,"{'electrical charge': 2, 'magnetic field': 1, 'magnetic field lines': 0, 'magnetic pole': 2}"
"Plants require air, water, nutrients, and what in order to live and survive?",ref,0,0.4,"{'entertainment': 3, 'gravity': 0, 'light': 2, 'money': 0}"
"Plants require air, water, nutrients, and what in order to live and survive?",sys,0,0.0,"{'carbon dioxide': 1, 'light': 0, 'oxygen': 1, 'water': 3}"
"Exothermic reactions, like all chemical reactions, require what to get started?",ref,0,0.0,"{'activation energy': 0, 'membrane energy': 1, 'specific energy': 3, 'surface energy': 1}"
"Exothermic reactions, like all chemical reactions, require what to get started?",sys,0,0.0,"{'activation energy': 0, 'high energy': 2, 'high pressure': 1, 'high temperature': 2}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",ref,1,0.4,"{'amphibians': 2, 'fish': 0, 'mammals': 2, 'reptiles': 1}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",sys,0,0.2,"{'amphibians': 1, 'mammals': 2, 'reptiles': 1, 'rthropods': 1}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",ref,1,0.6,"{'disperse': 1, 'filter': 1, 'fuse': 3, 'vaporize': 0}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",sys,1,0.8,"{""'use'"": 1, 'fuse': 4}"
What is telomere shortening associated with?,ref,1,0.6,"{'aging': 3, 'changing': 0, 'reducing': 1, 'sleeping': 1}"
What is telomere shortening associated with?,sys,1,1.0,{'aging': 5}
What gas is released when dead organisms and other organic materials decompose?,ref,0,0.2,"{'carbon dioxide': 1, 'carbon monoxide': 3, 'hydrogen peroxide': 1, 'nitrous oxide': 0}"
What gas is released when dead organisms and other organic materials decompose?,sys,0,0.0,"{'carbon dioxide': 0, 'hydrogen': 1, 'nitrogen': 3, 'oxygen': 1}"
What type of lens is thicker at the edges than it is in the middle?,ref,1,0.4,"{'concave lens': 2, 'convex lens': 1, 'glass lens': 0, 'surface lens': 2}"
What type of lens is thicker at the edges than it is in the middle?,sys,1,1.0,"{'concave lens': 5, 'convex lens': 0}"
A collapsing nebula leads to what process?,ref,1,0.4,"{'chemical reaction': 1, 'destructive fusion': 1, 'nuclear fusion': 2, 'nuclear reaction': 1}"
A collapsing nebula leads to what process?,sys,1,0.4,"{'helium': 2, 'heliumation': 1, 'nuclear fusion': 2}"
Lenses that focus light are called what?,ref,0,0.0,"{'active lenses': 2, 'converging lenses': 0, 'powering lenses': 1, 'sensing lenses': 2}"
Lenses that focus light are called what?,sys,1,0.6,"{'converging lenses': 3, 'diverging lenses': 2}"
What happens to the pressure when more gas is added to a rigid container?,ref,0,0.0,"{'Higher': 1, 'changes': 3, 'increases': 0, 'occurs': 1}"
What happens to the pressure when more gas is added to a rigid container?,sys,0,0.2,"{'increases': 1, 'less than 1': 2, 'less than 2': 0, 'less than 3': 2}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",ref,0,0.2,"{'direction': 1, 'location': 1, 'pressure': 1, 'reason': 2}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",sys,1,0.6,"{'direction': 3, 'horizontal': 1, 'horizontal and vertical': 0, 'vertical': 1}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,ref,0,0.0,"{'compass': 2, 'compress': 3, 'electromagnet': 0, 'impoundment': 0}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,sys,0,0.0,"{'electromagnet': 0, 'magnetic field': 3, 'magnetic force': 1, 'magnetic moment': 1}"
Enzymes can catalyze up to several million reactions per what?,ref,0,0.2,"{'day': 0, 'hour': 1, 'minute': 3, 'second': 1}"
Enzymes can catalyze up to several million reactions per what?,sys,0,0.2,"{'fourth': 3, 'second': 1, 'third': 1}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",ref,0,0.2,"{'electrons': 1, 'ions': 2, 'neurons': 1, 'protons': 1}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",sys,0,0.0,"{'axons': 4, 'dendrites': 1, 'neurons': 0}"
How many families are known quarks divided into?,ref,0,0.2,"{'five': 1, 'four': 1, 'three': 1, 'two': 2}"
How many families are known quarks divided into?,sys,0,0.4,"{'five': 0, 'four': 2, 'three': 2, 'two': 1}"
"The nervous system has two main parts, called the central nervous system and the what?",ref,0,0.4,"{'functional nervious system': 1, 'obsolete nervous system': 2, 'peripheral nervous system': 2, 'useful nervous system': 0}"
"The nervous system has two main parts, called the central nervous system and the what?",sys,1,1.0,{'peripheral nervous system': 5}
What makes up the dense outer layer of bones?,ref,0,0.2,"{'adipose tissue': 1, 'compact bone': 1, 'ligaments': 2, 'plasma': 1}"
What makes up the dense outer layer of bones?,sys,0,0.2,"{'compact bone': 1, 'fat': 3, 'muscle': 1}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",ref,0,0.2,"{'diverse behaviors': 1, 'impulsive behaviors': 0, 'innate behaviors': 1, 'protective behaviors': 3}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",sys,1,0.6,"{'active behaviors': 2, 'innate behaviors': 3}"
"Yeasts, molds, and mushrooms are all different kinds of what?",ref,0,0.0,"{'bacteria': 3, 'fossil': 2, 'fungi': 0, 'pollen': 0}"
"Yeasts, molds, and mushrooms are all different kinds of what?",sys,0,0.4,"{'bacteria': 0, 'fungi': 2, 'parasites': 1, 'viruses': 2}"
What is the term for the preserved remains or traces of organisms that lived in the past?,ref,0,0.2,"{'bones': 2, 'corals': 1, 'detritis': 1, 'fossils': 1}"
What is the term for the preserved remains or traces of organisms that lived in the past?,sys,0,0.0,"{'fossil': 1, 'fossilization': 1, 'fossilized': 3, 'fossils': 0}"
"What process, which is analogous to mitosis, is a series of events that arrange and separate chromosomes and chromatids into daughter cells?",ref,1,0.4,"{'apoptosis': 1, 'digestion': 1, 'inhibition': 1, 'meiosis': 2}"
"What process, which is analogous to mitosis, is a series of events that arrange and separate chromosomes and chromatids into daughter cells?",sys,0,0.2,"{'differentiation': 1, 'meiosis': 1, 'replication': 2, 'splicing': 1}"
All of the elements in group 9 have nine of which electrons?,ref,1,0.4,"{'gradient': 1, 'ionic': 1, 'shell': 1, 'valence': 2}"
All of the elements in group 9 have nine of which electrons?,sys,0,0.2,"{'helium': 1, 'nitrogen': 0, 'oxygen': 3, 'valence': 1}"
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called?,ref,0,0.4,"{'ionic bond': 2, 'metallic bond': 2, 'metallic yield': 1, 'temporal bond': 0}"
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called?,sys,1,0.8,"{'metallic attraction': 0, 'metallic bond': 4, 'metallic repulsion': 1}"
"When a car is brought to a stop by friction on level ground, it loses what?",ref,0,0.4,"{'exhibit energy': 1, 'kinetic energy': 2, 'mass energy': 0, 'residual energy': 2}"
"When a car is brought to a stop by friction on level ground, it loses what?",sys,0,0.2,"{'kinetic energy': 1, 'mass': 0, 'momentum': 2, 'velocity': 2}"
"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",ref,0,0.4,"{'attentive system': 0, 'circulatory system': 0, 'nervous system': 2, 'respiratory system': 3}"
"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",sys,1,1.0,{'nervous system': 5}
Do vascular or nonvascular plants lack tracheids?,ref,1,0.4,"{'both do': 1, 'neither do': 2, 'nonvascular': 2, 'vascular': 0}"
Do vascular or nonvascular plants lack tracheids?,sys,0,0.2,"{'nonvascular': 1, 'tracheids': 0, 'trichina': 1, 'trichomes': 3}"
"When the earth is between the moon and the sun, what type of moon shows?",ref,0,0.2,"{'a full moon': 1, 'crescent moon': 0, 'half moon': 2, 'waning moon': 2}"
"When the earth is between the moon and the sun, what type of moon shows?",sys,0,0.2,"{'a full moon': 1, 'crescent moon': 1, 'gibbous moon': 2, 'new moon': 1}"
The stored chemical energy of trees and other plants is called what?,ref,0,0.2,"{'biocomposte energy': 3, 'biomass energy': 1, 'byproduct energy': 0, 'decomposition energy': 1}"
The stored chemical energy of trees and other plants is called what?,sys,0,0.2,"{'biomass energy': 1, 'fossil fuels': 0, 'nuclear energy': 2, 'renewable energy': 2}"
What is the star nearest the earth named?,ref,1,0.4,"{'alpha centauri': 2, 'andromeda centauri': 0, 'apollinaris centauri': 1, 'proxima centauri': 2}"
What is the star nearest the earth named?,sys,1,0.6,"{'alpha centauri': 0, 'beta centauri': 1, 'gamma centauri': 1, 'proxima centauri': 3}"
What are the majority of solution properties dependent upon?,ref,1,0.4,"{'acid state of solute': 1, 'chemical state of solute': 2, 'gas state of solute': 2, 'similar state of solute': 0}"
What are the majority of solution properties dependent upon?,sys,1,0.4,"{'chemical state of solute': 2, 'liquid': 1, 'solid': 1, 'volatile': 1}"
What must be combined with a halogen to give it a positive oxidation number?,ref,0,0.0,"{'calcium': 0, 'carbon': 3, 'nitrogen': 2, 'oxygen': 0}"
What must be combined with a halogen to give it a positive oxidation number?,sys,0,0.2,"{'hydrogen': 1, 'nitrogen': 3, 'oxygen': 1, 'sulfur': 0}"
Hormones are often regulated through what?,ref,0,0.2,"{'alternating loops': 1, 'feedback loops': 1, 'intensity loops': 2, 'response loops': 1}"
Hormones are often regulated through what?,sys,1,0.6,"{""'reduction loops'"": 0, ""'redundancy loops'"": 2, ""'reinforcement loops'"": 0, 'feedback loops': 3}"
Surging hormones will cause adolescents to have what?,ref,0,0.4,"{'blackouts': 0, 'bulging muscles': 1, 'growth spurts': 2, 'mood swings': 2}"
Surging hormones will cause adolescents to have what?,sys,0,0.2,"{'depression': 2, 'mood swings': 1, 'nxiety': 2, 'sleep': 0}"
