question,source,accuracy,difficulty,distractor_effectiveness
The bohr model works only for which atom?,ref,0,0.28,"{'boron': 5, 'carbon': 8, 'helium': 5, 'hydrogen': 7}"
The bohr model works only for which atom?,sys,0,0.28,"{'carbon': 4, 'helium': 8, 'hydrogen': 7, 'oxygen': 6}"
What holds together adenine and thymine?,ref,0,0.16,"{'covalent bonds': 11, 'helium bonds': 3, 'hydrogen bonds': 4, 'potassium bonds': 7}"
What holds together adenine and thymine?,sys,1,1.0,{'hydrogen bonds': 25}
Approximately 20% of the atmosphere is made of which element?,ref,1,0.36,"{'carbon': 3, 'hydrogen': 7, 'nitrogen': 6, 'oxygen': 9}"
Approximately 20% of the atmosphere is made of which element?,sys,0,0.16,"{'carbon dioxide': 7, 'helium': 6, 'nitrogen': 8, 'oxygen': 4}"
Compound forms when atoms of nonmetals form molecules that are held together by what?,ref,1,0.36,"{'covalent bonds': 9, 'dissonance bonds': 3, 'magnetic bonds': 8, 'phenotype bonds': 5}"
Compound forms when atoms of nonmetals form molecules that are held together by what?,sys,0,0.16,"{'covalent bonds': 4, 'hydrogen - helium bonds': 6, 'hydrogen bonds': 7, 'ionic bonds': 8}"
Which property of diamond makes it so hard?,ref,0,0.16,"{'carbon bonds': 5, 'chemical bonds': 4, 'metal-metal bonds': 11, 'non-covalent bonds': 5}"
Which property of diamond makes it so hard?,sys,1,0.32,"{'atoms': 7, 'bonds': 5, 'chemical bonds': 8, 'electrons': 5}"
"Which has a higher metabolic rate, a mouse or an elephant?",ref,0,0.24,"{'elephant': 7, 'mouse': 6, 'rabbit': 7, 'rat': 5}"
"Which has a higher metabolic rate, a mouse or an elephant?",sys,0,0.2,"{'deer': 9, 'elephant': 7, 'mouse': 5, 'shark': 4}"
The bony socket that houses the eyeball and associated muscles is called?,ref,0,0.24,"{'acetabulum': 7, 'cavity': 5, 'glenoid fossa': 7, 'orbit': 6}"
The bony socket that houses the eyeball and associated muscles is called?,sys,1,1.0,{'orbit': 25}
Where does the energy produced by plants come from?,ref,0,0.28,"{'animals': 4, 'evaporation': 6, 'groundwater': 8, 'sunlight': 7}"
Where does the energy produced by plants come from?,sys,0,0.08,"{'carbon dioxide': 3, 'nitrogen': 11, 'oxygen': 9, 'sunlight': 2}"
"Humans cannot digest what primary structural material of plants, which is one of the most abundant organic substances on earth?",ref,0,0.2,"{'carbonate': 9, 'cellulose': 5, 'sulfur': 7, 'zinc': 4}"
"Humans cannot digest what primary structural material of plants, which is one of the most abundant organic substances on earth?",sys,0,0.2,"{'cellulose': 5, 'proteins': 13, 'starches': 7}"
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",ref,1,0.32,"{'bacterium': 8, 'fungi': 8, 'virus': 3, 'yeast': 6}"
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",sys,0,0.2,"{'algae': 9, 'bacteria': 6, 'fungi': 5, 'viruses': 5}"
What three parts is the earth divided into?,ref,0,0.24,"{'crust, core, magma': 8, 'crust, mantle, core': 6, 'oceans, land, air': 5, 'troposphere, atomosphere, xerosphere': 6}"
What three parts is the earth divided into?,sys,1,0.4,"{'core': 5, 'crust': 4, 'crust, mantle, core': 10, 'mantle': 6}"
Ac is better than dc for doing what?,ref,0,0.24,"{'cooking electrcal energy': 6, 'stopping electrical ebergy': 6, 'storing electrical energy': 7, 'transporting electrcal energy': 6}"
Ac is better than dc for doing what?,sys,1,0.28,"{'high current': 7, 'high power': 5, 'high voltage': 6, 'transporting electrcal energy': 7}"
"What arises due to crossing over, independent assortment, and the random union of gametes?",ref,0,0.28,"{'alternative variation': 6, 'genetic variation': 7, 'recessive variation': 4, 'susceptible variation': 8}"
"What arises due to crossing over, independent assortment, and the random union of gametes?",sys,1,0.44,"{'genetic variation': 11, 'mutation': 9, 'variation': 5}"
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,ref,0,0.2,"{'heart muscle fibers': 3, 'luminous muscle fibers': 7, 'skeletal muscle fibers': 5, 'uplift muscle fibers': 10}"
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,sys,1,0.48,"{'muscle cells': 5, 'muscle fibers': 8, 'skeletal muscle fibers': 12}"
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,ref,1,0.32,"{'Water electron': 4, 'loops electron': 6, 'modular electron': 7, 'valence electron': 8}"
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,sys,0,0.32,"{'electron': 5, 'neutron': 8, 'proton': 4, 'valence electron': 8}"
The ionic end of a detergent can either be a sulfate or what?,ref,1,0.32,"{'calcite': 6, 'molecule': 8, 'phosphate': 3, 'sulfonate': 8}"
The ionic end of a detergent can either be a sulfate or what?,sys,0,0.32,"{'hydrochlorate': 4, 'hydrofluoride': 10, 'hydroiodide': 3, 'sulfonate': 8}"
"The inside of the small intestine has many folds, called villi. microvilli are lined with blood vessels as well as lymphatic vessels. the inside of the small intestine is called this?",ref,1,0.32,"{'lumen': 8, 'osmotic': 4, 'porous': 5, 'reticular': 8}"
"The inside of the small intestine has many folds, called villi. microvilli are lined with blood vessels as well as lymphatic vessels. the inside of the small intestine is called this?",sys,0,0.12,"{'large and small intestine': 7, 'large intestine': 11, 'lumen': 3, 'small intestine': 4}"
Why do fish have short esophaguses?,ref,1,0.28,"{'big tail': 4, 'no intestines': 7, 'no lungs': 7, 'no mouths': 7}"
Why do fish have short esophaguses?,sys,1,0.44,"{""'no ears'"": 5, ""'no eyes'"": 1, ""'no lungs'"": 8, 'no lungs': 11}"
What broad animal group is thought to have evolved from theropod dinosaurs around 150 million years ago?,ref,0,0.32,"{'birds': 8, 'insects': 10, 'mammals': 3, 'reptiles': 4}"
What broad animal group is thought to have evolved from theropod dinosaurs around 150 million years ago?,sys,0,0.12,"{'birds': 3, 'insects': 6, 'mammals': 7, 'reptiles': 9}"
"During evolution, something happened to increase the size of what organ in humans, relative to that of the chimpanzee?",ref,1,0.28,"{'brain': 7, 'liver': 6, 'lung': 6, 'stomach': 6}"
"During evolution, something happened to increase the size of what organ in humans, relative to that of the chimpanzee?",sys,0,0.12,"{'brain': 3, 'heart': 5, 'liver': 4, 'lungs': 13}"
What is the protein in red blood cells which transports oxygen around the body?,ref,0,0.2,"{'hematocrit': 9, 'hemoglobin': 5, 'hydrogen': 7, 'plasma': 4}"
What is the protein in red blood cells which transports oxygen around the body?,sys,0,0.16,"{'carbon': 4, 'hemoglobin': 4, 'nitrogen': 6, 'oxygen': 11}"
The glass hydrometer is filled with air and weighted with lead at the bottom. it floats highest in the densest fluids and has been calibrated and labeled so that you can read this from it?,ref,0,0.24,"{'density': 5, 'mass': 8, 'specific gravity': 6, 'volume': 6}"
The glass hydrometer is filled with air and weighted with lead at the bottom. it floats highest in the densest fluids and has been calibrated and labeled so that you can read this from it?,sys,1,0.68,"{'density': 8, 'specific gravity': 17}"
What system provides a major route for heat flow between the interior and exterior of the body?,ref,0,0.28,"{'excretory system': 4, 'nervous system': 7, 'respiratory system': 7, 'the circulatory system': 7}"
What system provides a major route for heat flow between the interior and exterior of the body?,sys,0,0.32,"{'the circulatory system': 8, 'the nervous system': 8, 'the respiratory system': 9}"
Organs involved in digestion that do not have food pass through them are called?,ref,0,0.24,"{'accessory organs': 6, 'bypass organs': 4, 'layer organs': 9, 'vestigial organs': 6}"
Organs involved in digestion that do not have food pass through them are called?,sys,0,0.28,"{'accessory organs': 7, 'gall bladder': 7, 'liver': 3, 'pancreas': 8}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",ref,0,0.2,"{'microorganisms': 6, 'neurotransmitters': 5, 'receptors': 8, 'viruses': 6}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",sys,1,0.48,"{'electrons': 2, 'ions': 6, 'neurotransmitters': 12, 'photons': 5}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,ref,0,0.24,"{'cortisol': 7, 'cytosol': 6, 'glycerol': 7, 'plasma': 5}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,sys,1,0.32,"{'cytosol': 8, 'membrane': 7, 'nucleus': 7, 'plasma': 3}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",ref,0,0.28,"{'kinetic force': 5, 'net force': 7, 'quarter force': 10, 'rolled force': 3}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",sys,0,0.28,"{'negative force': 6, 'negative friction': 10, 'negative frictional force': 2, 'net force': 7}"
What is the term for the force that brings objects toward the earth?,ref,0,0.28,"{'centrifugal': 4, 'gravity': 7, 'light': 10, 'weight': 4}"
What is the term for the force that brings objects toward the earth?,sys,1,0.4,"{""'air pressure'"": 6, ""'airborne'"": 9, 'gravity': 10}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",ref,0,0.24,"{'bedrock': 6, 'groundwater': 6, 'ocean floor': 6, 'water table': 7}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",sys,0,0.32,"{'air': 10, 'bedrock': 8, 'rock': 3, 'water': 4}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",ref,0,0.24,"{'diameter': 6, 'height': 6, 'surface': 8, 'weight': 5}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",sys,0,0.28,"{'diameter': 7, 'oxygen': 8, 'pressure': 6, 'size': 4}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,ref,0,0.28,"{'absorption': 5, 'digestion': 7, 'regeneration': 6, 'respiration': 7}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,sys,1,0.32,"{'absorption': 6, 'digestion': 8, 'excretion': 4, 'metabolism': 7}"
Which fish has a round sucker used to suck the blood of other fish?,ref,0,0.16,"{'abalone': 10, 'lamprey': 4, 'moray': 5, 'shark': 6}"
Which fish has a round sucker used to suck the blood of other fish?,sys,1,0.32,"{'eel': 4, 'fish': 6, 'lamprey': 8, 'shark': 7}"
What type of change is undergone when the physical properties of a substance are changed?,ref,0,0.08,"{'atmospheric': 12, 'genetic': 7, 'physical': 2, 'thermal': 4}"
What type of change is undergone when the physical properties of a substance are changed?,sys,0,0.16,"{'chemical': 6, 'chemical change': 6, 'chemical reaction': 9, 'physical': 4}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",ref,0,0.28,"{'digestive system': 7, 'endocrine system': 8, 'nervous system': 3, 'urinary system': 7}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",sys,0,0.32,"{""'endocrine'"": 5, ""'heart'"": 9, ""'skeletal'"": 3, 'digestive system': 8}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,ref,0,0.24,"{'carbon': 3, 'carbon dioxide': 8, 'nitrogen': 8, 'oxygen': 6}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,sys,1,0.28,"{'carbon dioxide': 5, 'hydrogen': 7, 'nitrogen': 6, 'oxygen': 7}"
Where on a jellyfish is the mouth opening located?,ref,0,0.12,"{'left side': 8, 'right side': 10, 'top': 4, 'underside': 3}"
Where on a jellyfish is the mouth opening located?,sys,0,0.16,"{'dorsal': 7, 'lateral': 7, 'underside': 4, 'ventral': 7}"
Calcium ion is an example of what kind of messenger?,ref,0,0.24,"{'first': 9, 'fourth': 4, 'second': 6, 'third': 6}"
Calcium ion is an example of what kind of messenger?,sys,0,0.12,"{'first': 5, 'fourth': 7, 'second': 3, 'third': 10}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,ref,0,0.24,"{'hormones': 7, 'lipids': 6, 'prostaglandins': 6, 'triglycerides': 6}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,sys,0,0.28,"{'cholesterol': 5, 'insulin': 8, 'prostaglandins': 7, 'vitamin': 5}"
What unit do astronomers use to describe distances in space?,ref,1,0.4,"{'gravity years': 6, 'light months': 5, 'light years': 10, 'quantum years': 4}"
What unit do astronomers use to describe distances in space?,sys,1,0.32,"{'centimeters': 5, 'feet': 6, 'light years': 8, 'miles': 6}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,ref,0,0.24,"{'diffusion': 8, 'electrolysis': 4, 'mitosis': 7, 'osmosis': 6}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,sys,0,0.44,"{'diffusion': 14, 'osmosis': 11}"
What is the phenotypic range of a particular genotype called?,ref,0,0.28,"{'diversity': 9, 'natural selection': 4, 'norm of reaction': 7, 'range of motion': 5}"
What is the phenotypic range of a particular genotype called?,sys,1,0.28,"{""'normal"": 4, 'norm of reaction': 7, 'normal': 7, ""normal'"": 7}"
What cells are the basis of nervous tissue?,ref,0,0.28,"{'erythrocytes': 9, 'lipocytes': 3, 'neurons': 7, 'osteoclasts': 6}"
What cells are the basis of nervous tissue?,sys,1,1.0,{'neurons': 25}
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",ref,0,0.24,"{'calcites': 4, 'fullerenes': 6, 'lead': 6, 'ligands': 9}"
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",sys,0,0.28,"{'carbon': 7, 'fullerenes': 7, 'helium': 4, 'hydrogen': 7}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",ref,0,0.32,"{'cranial cavity': 11, 'oral cavity': 3, 'pericardial cavity': 8, 'thoracic cavity': 3}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",sys,0,0.16,"{'atrium': 5, 'pericardial cavity': 4, 'ventricle': 10, 'ventricle and atrium': 6}"
What part of the male reproductive system is involved with the most common disorders?,ref,1,0.4,"{'the glans': 2, 'the penis': 8, 'the testes': 10, 'the ureter': 5}"
What part of the male reproductive system is involved with the most common disorders?,sys,0,0.2,"{'fallopian tube': 6, 'ovary': 7, 'the testes': 5, 'uterus': 7}"
Layers of what create a volcano?,ref,0,0.2,"{'crust': 5, 'lava': 5, 'limestone': 9, 'rock': 6}"
Layers of what create a volcano?,sys,1,0.44,"{'ice': 7, 'lava': 11, 'magma': 3, 'water': 4}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",ref,0,0.12,"{'metabolic circulation': 8, 'pulmonary circulation': 3, 'sensory circulation': 7, 'systemic circulation': 7}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",sys,1,0.68,"{'circulatory': 8, 'pulmonary circulation': 17}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,ref,0,0.32,"{'amphibians': 4, 'carnivores': 8, 'herbivores': 8, 'omnivores': 5}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,sys,0,0.48,"{'carnivores': 13, 'herbivores': 12}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",ref,0,0.28,"{'aseptic': 7, 'experimental control': 5, 'ionization': 4, 'personal hygiene': 9}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",sys,0,0.2,"{'aseptic': 5, 'contaminated': 10, 'sterile': 10}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",ref,0,0.2,"{'anode cell': 10, 'galvanic cell': 5, 'stimulation cell': 7, 'voltaic cell': 3}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",sys,0,0.24,"{'galvanic cell': 6, 'hydrogen': 5, 'nitrogen': 8, 'oxygen': 6}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",ref,0,0.28,"{'Golgi apparatus': 5, 'enzyme': 4, 'mitochondria': 7, 'nucleus': 9}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",sys,0,0.16,"{'cleus': 7, 'cytoplasm': 7, 'mitochondria': 4, 'ribosome': 7}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",ref,0,0.12,"{'desiccation and predators': 3, 'entrainment and predators': 11, 'fermentation and predators': 4, 'starvation and predators': 7}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",sys,1,0.32,"{'bacteria': 7, 'desiccation and predators': 8, 'pollen': 5, 'spores': 5}"
What is the term for air moving over earth’s surface?,ref,1,0.48,"{'humidity': 7, 'spin cycle': 2, 'tidal': 4, 'wind': 12}"
What is the term for air moving over earth’s surface?,sys,1,0.36,"{'cloud': 7, 'ice': 4, 'snow': 5, 'wind': 9}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,ref,0,0.16,"{'bones': 5, 'heart': 11, 'lungs': 4, 'ovaries': 5}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,sys,1,0.36,"{'heart': 6, 'kidney': 8, 'liver': 2, 'lungs': 9}"
What are the best-known extinct vertebrates?,ref,1,0.4,"{'dinosaurs': 10, 'snakes': 9, 'trees': 3, 'trilobites': 3}"
What are the best-known extinct vertebrates?,sys,0,0.28,"{'birds': 8, 'dinosaurs': 7, 'mammals': 4, 'reptiles': 6}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,ref,1,0.36,"{'cells': 6, 'chromosomes': 9, 'receptors': 2, 'ribosomes': 8}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,sys,0,0.32,"{'chromosomes': 8, 'mitochondria': 9, 'nucleus': 4, 'ribosomes': 4}"
What development is less risky for the mother?,ref,0,0.28,"{'atypical': 5, 'gastrointestinal': 5, 'marsupial': 7, 'mutation': 8}"
What development is less risky for the mother?,sys,0,0.16,"{'bird': 8, 'mammal': 7, 'marsupial': 4, 'reptile': 6}"
What does the term decay in chemistry refer to with regards to atoms?,ref,0,0.2,"{'changes in nuclei': 5, 'destruction of nuclei': 13, 'pressures in nuclei': 3, 'separation of nuclei': 4}"
What does the term decay in chemistry refer to with regards to atoms?,sys,0,0.24,"{'changes in electrons': 10, 'changes in electrons and nuclei': 9, 'changes in nuclei': 6}"
How does increasing the temperature of reactants affect the rate of their reaction?,ref,1,0.48,"{'it decreases it': 5, 'it increases it': 12, 'it is unchanged': 5, 'it patterns it': 3}"
How does increasing the temperature of reactants affect the rate of their reaction?,sys,1,0.6,"{'faster': 5, 'it increases it': 15, 'less': 3, 'more': 2}"
What type of eclipse happens when a full moon moves through earth's shadow?,ref,1,0.48,"{'cycle': 4, 'lunar': 12, 'planetary': 5, 'solar': 4}"
What type of eclipse happens when a full moon moves through earth's shadow?,sys,0,0.04,"{'lunar': 1, 'solar': 8, 'solar eclipse': 9, 'solar flare': 7}"
Dynamite is an example of what type of potential energy?,ref,0,0.24,"{'carbon': 10, 'chemical': 6, 'mineral': 3, 'thermal': 6}"
Dynamite is an example of what type of potential energy?,sys,0,0.2,"{'chemical': 5, 'gravitational': 1, 'kinetic': 6, 'thermal': 13}"
All the atoms of a given element have the same number what?,ref,0,0.36,"{'cells and electrons': 3, 'neutrons and electrons': 4, 'neutrons and protons': 9, 'protons and electrons': 9}"
All the atoms of a given element have the same number what?,sys,0,0.24,"{'electrons and neutrons': 7, 'protons and electrons': 6, 'protons and neutrons': 6, 'protons and neutrons and electrons': 6}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,ref,0,0.2,"{'axons': 7, 'cells': 7, 'eggs': 6, 'genes': 5}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,sys,0,0.28,"{'enzymes': 3, 'genes': 7, 'hormones': 5, 'proteins': 10}"
The lattice energy is usually the most important energy factor in determining the stability of what?,ref,1,0.32,"{'harmonic compound': 4, 'ionic compound': 8, 'magnetic compound': 7, 'saline compound': 6}"
The lattice energy is usually the most important energy factor in determining the stability of what?,sys,0,0.24,"{'hydrocarbon': 3, 'ionic compound': 6, 'metal compound': 11, 'metalloid compound': 5}"
What kind of organisms helps hold soil in place to slow erosion?,ref,0,0.28,"{'animals': 2, 'bacteria': 7, 'flowers': 9, 'plants': 7}"
What kind of organisms helps hold soil in place to slow erosion?,sys,0,0.2,"{'bacteria': 9, 'fungi': 7, 'insects': 4, 'plants': 5}"
Water found on the surface of the earth is referred to as what?,ref,0,0.16,"{'groundwater': 12, 'reservoir water': 5, 'runoff': 4, 'surface water': 4}"
Water found on the surface of the earth is referred to as what?,sys,0,0.24,"{""'surface air'"": 4, ""'surface water'"": 7, 'surface water': 6, ""surface water'"": 8}"
Which planet is named after the roman goddess of love?,ref,0,0.2,"{'Jupiter': 4, 'Mercury': 6, 'Neptune': 10, 'venus': 5}"
Which planet is named after the roman goddess of love?,sys,1,0.32,"{'earth': 3, 'jupiter': 7, 'mars': 7, 'venus': 8}"
"In astronomy, what are so dense that not even light can escape their gravity?",ref,1,0.36,"{'black holes': 9, 'black rods': 4, 'dwarf stars': 8, 'red holes': 4}"
"In astronomy, what are so dense that not even light can escape their gravity?",sys,1,0.4,"{'black holes': 10, 'neutron stars': 7, 'white dwarfs': 8}"
What are the simplest organic compounds?,ref,0,0.24,"{'carbohydrates': 7, 'enzymes': 7, 'hydrocarbons': 6, 'proteins': 5}"
What are the simplest organic compounds?,sys,1,1.0,{'hydrocarbons': 25}
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",ref,0,0.24,"{'axis': 6, 'radius': 9, 'skull': 6, 'ulna': 4}"
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",sys,1,0.44,"{'axis': 11, 'diagonal': 6, 'horizontal': 4, 'vertical': 4}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",ref,0,0.32,"{'adaptive behavior': 8, 'commensalism': 5, 'interspecies competition': 4, 'intraspecific competition': 8}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",sys,0,0.12,"{'interdependence': 3, 'intraspecific competition': 3, 'intrinsically competitive': 8, 'mutual competition': 11}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",ref,0,0.28,"{'electrical charge': 7, 'liquid charge': 8, 'stellar charge': 7, 'sunlight charge': 3}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",sys,0,0.12,"{'electrical charge': 3, 'magnetic field': 8, 'magnetic field lines': 10, 'magnetic pole': 4}"
"Plants require air, water, nutrients, and what in order to live and survive?",ref,0,0.2,"{'entertainment': 7, 'gravity': 7, 'light': 5, 'money': 6}"
"Plants require air, water, nutrients, and what in order to live and survive?",sys,0,0.2,"{'carbon dioxide': 10, 'light': 5, 'oxygen': 6, 'water': 4}"
"Exothermic reactions, like all chemical reactions, require what to get started?",ref,0,0.28,"{'activation energy': 7, 'membrane energy': 4, 'specific energy': 9, 'surface energy': 5}"
"Exothermic reactions, like all chemical reactions, require what to get started?",sys,1,0.36,"{'activation energy': 9, 'high energy': 3, 'high pressure': 4, 'high temperature': 9}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",ref,0,0.24,"{'amphibians': 6, 'fish': 4, 'mammals': 5, 'reptiles': 10}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",sys,0,0.2,"{'amphibians': 5, 'mammals': 9, 'reptiles': 6, 'rthropods': 5}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",ref,0,0.2,"{'disperse': 9, 'filter': 5, 'fuse': 5, 'vaporize': 6}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",sys,1,0.56,"{""'use'"": 11, 'fuse': 14}"
What is telomere shortening associated with?,ref,0,0.24,"{'aging': 6, 'changing': 3, 'reducing': 10, 'sleeping': 6}"
What is telomere shortening associated with?,sys,1,1.0,{'aging': 25}
What gas is released when dead organisms and other organic materials decompose?,ref,0,0.2,"{'carbon dioxide': 5, 'carbon monoxide': 5, 'hydrogen peroxide': 7, 'nitrous oxide': 8}"
What gas is released when dead organisms and other organic materials decompose?,sys,0,0.28,"{'carbon dioxide': 7, 'hydrogen': 4, 'nitrogen': 6, 'oxygen': 8}"
What type of lens is thicker at the edges than it is in the middle?,ref,0,0.24,"{'concave lens': 6, 'convex lens': 6, 'glass lens': 4, 'surface lens': 9}"
What type of lens is thicker at the edges than it is in the middle?,sys,1,0.52,"{'concave lens': 13, 'convex lens': 12}"
A collapsing nebula leads to what process?,ref,1,0.32,"{'chemical reaction': 4, 'destructive fusion': 7, 'nuclear fusion': 8, 'nuclear reaction': 6}"
A collapsing nebula leads to what process?,sys,0,0.24,"{'helium': 11, 'heliumation': 8, 'nuclear fusion': 6}"
Lenses that focus light are called what?,ref,0,0.16,"{'active lenses': 6, 'converging lenses': 4, 'powering lenses': 7, 'sensing lenses': 8}"
Lenses that focus light are called what?,sys,1,0.56,"{'converging lenses': 14, 'diverging lenses': 11}"
What happens to the pressure when more gas is added to a rigid container?,ref,0,0.28,"{'Higher': 10, 'changes': 3, 'increases': 7, 'occurs': 5}"
What happens to the pressure when more gas is added to a rigid container?,sys,1,0.4,"{'increases': 10, 'less than 1': 5, 'less than 2': 4, 'less than 3': 6}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",ref,0,0.2,"{'direction': 5, 'location': 10, 'pressure': 4, 'reason': 6}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",sys,0,0.24,"{'direction': 6, 'horizontal': 6, 'horizontal and vertical': 7, 'vertical': 6}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,ref,0,0.24,"{'compass': 9, 'compress': 4, 'electromagnet': 6, 'impoundment': 6}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,sys,0,0.24,"{'electromagnet': 6, 'magnetic field': 5, 'magnetic force': 10, 'magnetic moment': 4}"
Enzymes can catalyze up to several million reactions per what?,ref,0,0.2,"{'day': 11, 'hour': 5, 'minute': 4, 'second': 5}"
Enzymes can catalyze up to several million reactions per what?,sys,0,0.32,"{'fourth': 11, 'second': 8, 'third': 6}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",ref,0,0.2,"{'electrons': 5, 'ions': 4, 'neurons': 5, 'protons': 11}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",sys,1,0.6,"{'axons': 4, 'dendrites': 6, 'neurons': 15}"
How many families are known quarks divided into?,ref,0,0.2,"{'five': 6, 'four': 7, 'three': 5, 'two': 7}"
How many families are known quarks divided into?,sys,1,0.36,"{'five': 6, 'four': 7, 'three': 9, 'two': 3}"
"The nervous system has two main parts, called the central nervous system and the what?",ref,0,0.32,"{'functional nervious system': 8, 'obsolete nervous system': 3, 'peripheral nervous system': 8, 'useful nervous system': 6}"
"The nervous system has two main parts, called the central nervous system and the what?",sys,1,1.0,{'peripheral nervous system': 25}
What makes up the dense outer layer of bones?,ref,0,0.28,"{'adipose tissue': 7, 'compact bone': 7, 'ligaments': 4, 'plasma': 7}"
What makes up the dense outer layer of bones?,sys,0,0.28,"{'compact bone': 7, 'fat': 8, 'muscle': 10}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",ref,0,0.24,"{'diverse behaviors': 3, 'impulsive behaviors': 7, 'innate behaviors': 6, 'protective behaviors': 9}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",sys,1,0.52,"{'active behaviors': 12, 'innate behaviors': 13}"
"Yeasts, molds, and mushrooms are all different kinds of what?",ref,1,0.4,"{'bacteria': 7, 'fossil': 2, 'fungi': 10, 'pollen': 6}"
