question,source,accuracy,difficulty,distractor_effectiveness
"Which organelles, made of protein and ribosomal rna, build cellular proteins in the cytoplasm?",ref,0,0.2,"{'chloroplasts': 2, 'chromosomes': 1, 'dna': 1, 'ribosomes': 1}"
"Which organelles, made of protein and ribosomal rna, build cellular proteins in the cytoplasm?",sys,0,0.2,"{'chloroplasts': 1, 'endoplasmic reticulum': 1, 'itochondria': 2, 'ribosomes': 1}"
What type of matter makes up most of the universe?,ref,0,0.0,"{'carbon': 1, 'gas': 3, 'liquid': 1, 'plasma': 0}"
What type of matter makes up most of the universe?,sys,0,0.2,"{'gas': 1, 'liquid': 0, 'plasma': 1, 'solid': 3}"
"Most mammals are viviparous, which refers to what reproductive result?",ref,0,0.0,"{'identical twins': 2, 'laying eggs': 1, 'live birth': 0, 'spawning': 2}"
"Most mammals are viviparous, which refers to what reproductive result?",sys,1,1.0,{'live birth': 5}
Proteins are polymers of what kind of acids?,ref,0,0.4,"{'acetic': 0, 'amino': 2, 'lactic': 1, 'lipids': 2}"
Proteins are polymers of what kind of acids?,sys,1,0.6,"{'amino': 3, 'hydrocarbons': 1, 'nucleic acids': 1, 'sugars': 0}"
What is the official name for the study of life?,ref,0,0.2,"{'biology': 1, 'botany': 2, 'chemistry': 1, 'geology': 1}"
What is the official name for the study of life?,sys,0,0.2,"{'biology': 1, 'ecology': 1, 'genetics': 0, 'physics': 3}"
"What does an invertebrate, like a snail, not have?",ref,0,0.2,"{'a heart': 0, 'backbone': 1, 'eyes': 3, 'reproductive organs': 1}"
"What does an invertebrate, like a snail, not have?",sys,0,0.2,"{'backbone': 1, 'bone': 1, 'muscle': 3, 'skin': 0}"
What is the dinosaur genus that's closest to modern birds?,ref,0,0.4,"{'Rapter': 3, 'deinonychus': 2, 'diplodocus': 0, 'sauropods': 0}"
What is the dinosaur genus that's closest to modern birds?,sys,0,0.4,"{'deinonychus': 2, 'oviraptor': 0, 'ovoceros': 3}"
In what type of organisms are daughter cells individuals?,ref,0,0.4,"{'hematopoietic organisms': 3, 'macroscopic organisms': 0, 'multicellular organisms': 0, 'unicellular organisms': 2}"
In what type of organisms are daughter cells individuals?,sys,0,0.4,"{'eukaryotic': 1, 'multicellular organisms': 0, 'prokaryotic': 2, 'unicellular organisms': 2}"
"What group was long considered part of the plant kingdom because of obvious similarities; both are immobile, have cell walls, and grow in soil?",ref,0,0.0,"{'bacteria': 2, 'coral': 2, 'fungi': 0, 'mosses': 1}"
"What group was long considered part of the plant kingdom because of obvious similarities; both are immobile, have cell walls, and grow in soil?",sys,1,0.4,"{'bacteria': 2, 'fungi': 2, 'viruses': 1}"
What type of waves transmit the energy of an earthquake?,ref,0,0.2,"{'seismic waves': 1, 'sonic waves': 0, 'tectonic waves': 2, 'volcanic waves': 2}"
What type of waves transmit the energy of an earthquake?,sys,1,1.0,{'seismic waves': 5}
"In our bodies, the chest cavity is a clear example of a system at what?",ref,0,0.2,"{'default': 1, 'resonance': 1, 'rest': 2, 'scale': 1}"
"In our bodies, the chest cavity is a clear example of a system at what?",sys,0,0.2,"{'high frequency': 2, 'high pressure': 0, 'high temperature': 2, 'resonance': 1}"
How do prokaryotic cells divide?,ref,1,0.4,"{'Fusion': 1, 'binary fission': 2, 'function fission': 1, 'multiple fission': 1}"
How do prokaryotic cells divide?,sys,1,0.8,"{'bacteria': 0, 'binary fission': 4, 'spirogyra': 0, 'yeast': 1}"
What is the term for a series of biochemical reactions by which an organism converts a given reactant to a specific end product?,ref,0,0.2,"{'direct pathway': 2, 'hydrogen pathway': 0, 'internal pathway': 2, 'metabolic pathway': 1}"
What is the term for a series of biochemical reactions by which an organism converts a given reactant to a specific end product?,sys,0,0.4,"{'metabolic cycle': 0, 'metabolic pathway': 2, 'metabolic process': 3}"
"Exemplified by sea stars and sand dollars, echinoderms have a calcareous structure developed by pigment cells and made of ossicles, which is called what?",ref,0,0.2,"{'endoskeleton': 1, 'exoskeleton': 1, 'hydrostatic skeleton': 2, 'thorax': 1}"
"Exemplified by sea stars and sand dollars, echinoderms have a calcareous structure developed by pigment cells and made of ossicles, which is called what?",sys,1,0.8,"{'calcified': 1, 'endoskeleton': 4}"
What phase does the nuclear envelope begin to break down?,ref,0,0.0,"{'interphase': 2, 'nitrogenase i': 1, 'pasiphaë i': 2, 'prophase i': 0}"
What phase does the nuclear envelope begin to break down?,sys,1,0.4,"{'prophase I': 2, 'prophase II': 1, 'prophase III': 0, 'prophase i': 2}"
What are formed when cells from the male and female parts of the plant combine?,ref,0,0.2,"{'atoms.': 2, 'seeds': 1, 'trees': 0, 'varieties': 2}"
What are formed when cells from the male and female parts of the plant combine?,sys,1,0.4,"{'fruit': 2, 'pollen': 1, 'seeds': 2, 'spores': 0}"
What is another name for anther pollen sacs?,ref,0,0.2,"{'Gametangia': 1, 'Megasporangia': 1, 'ganglia': 2, 'microsporangia': 1}"
What is another name for anther pollen sacs?,sys,0,0.4,"{'microsporangia': 2, 'pollen grains': 0, 'pollen sacs': 2, 'pollen tubes': 1}"
What is released to lubricate the vagina to facilitate intercourse?,ref,1,0.6,"{'blood': 1, 'semen': 0, 'urine': 1, 'vaginal secretions': 3}"
What is released to lubricate the vagina to facilitate intercourse?,sys,1,0.4,"{'vaginal discharge': 1, 'vaginal fluid': 2, 'vaginal secretions': 2}"
"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",ref,0,0.4,"{'bacterial system': 0, 'circulatory system': 3, 'lymphatic system': 0, 'nervous system': 2}"
"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",sys,1,1.0,{'nervous system': 5}
What can we learn about a wave by finding the product of the wavelength and frequency?,ref,0,0.2,"{'decibels': 3, 'speed': 1, 'type': 0, 'volume': 1}"
What can we learn about a wave by finding the product of the wavelength and frequency?,sys,0,0.0,"{'amplitude': 1, 'frequency': 2, 'speed': 0, 'wavelength': 2}"
Where are liverworts most often found?,ref,0,0.0,"{'along stream beds': 0, 'in deserts': 2, 'in the ocean': 1, 'on mountains': 2}"
Where are liverworts most often found?,sys,0,0.2,"{'along stream beds': 1, 'water lilies': 1, 'water plants': 3}"
What does a continuous string of earthquakes indicate about a volcano?,ref,0,0.0,"{'eruption is close': 0, 'extinction is close': 0, 'it is cooling down': 3, 'it is heating up': 2}"
What does a continuous string of earthquakes indicate about a volcano?,sys,1,0.8,"{'eruption is close': 4, 'volcanic eruption': 1}"
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",ref,0,0.0,"{'biodiversity': 0, 'biosphere': 2, 'evolution': 1, 'habitat': 2}"
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",sys,0,0.2,"{'biodiversity': 1, 'ecosystem': 2, 'habitat': 2, 'species': 0}"
What kind of a disorder is tay-sachs disease?,ref,1,0.6,"{'a type of cancer': 0, 'accumulated disease': 2, 'inherited disorder': 3, 'vitamin difficiency': 0}"
What kind of a disorder is tay-sachs disease?,sys,1,0.6,"{'inherited disease': 2, 'inherited disorder': 3}"
"A rock that contains important minerals is called what, a term associated with mining?",ref,0,0.2,"{'coal': 2, 'gem': 1, 'jewel': 1, 'ore': 1}"
"A rock that contains important minerals is called what, a term associated with mining?",sys,1,0.8,"{'metal': 1, 'mineral': 0, 'ore': 4, 'rock': 0}"
"Besides the size of their crystals, how are igneous rocks grouped?",ref,0,0.0,"{'by color': 0, 'by shapes': 0, 'impurities they contain': 5, 'minerals they contain': 0}"
"Besides the size of their crystals, how are igneous rocks grouped?",sys,0,0.0,"{'basalt': 4, 'gabbro': 0, 'granite': 1, 'minerals they contain': 0}"
Convection is the heat transfer by the macroscopic movement of a what?,ref,1,0.6,"{'fluid': 3, 'gases': 0, 'gravity': 1, 'tissue': 1}"
Convection is the heat transfer by the macroscopic movement of a what?,sys,0,0.2,"{'conduction': 2, 'convection': 2, 'fluid': 1}"
Hypersection by an endocrine gland is often caused by what?,ref,1,0.4,"{'calcium': 1, 'inflammation': 1, 'tumor': 2, 'viruses': 1}"
Hypersection by an endocrine gland is often caused by what?,sys,1,0.4,"{'hypotension': 1, 'hypothermia': 1, 'hypoxia': 1, 'tumor': 2}"
What gland secretes growth hormones?,ref,0,0.0,"{'adrenal': 4, 'pineal': 0, 'pituitary': 0, 'thyroid': 1}"
What gland secretes growth hormones?,sys,0,0.2,"{'adrenal': 2, 'parathyroid': 2, 'pituitary': 1, 'thyroid': 0}"
We must remember that the formal charge calculated for an atom is not the actual charge of the atom in the molecule. formal charge is only a useful bookkeeping procedure; it does not indicate the presence of these?,ref,0,0.2,"{'actual charges': 1, 'electron bonds': 3, 'isotopes': 1, 'negative charges': 0}"
We must remember that the formal charge calculated for an atom is not the actual charge of the atom in the molecule. formal charge is only a useful bookkeeping procedure; it does not indicate the presence of these?,sys,0,0.2,"{'actual charges': 1, 'negative charges': 0, 'negative electrons': 3, 'negative ions': 1}"
What kind of rock layer makes up the bottom of an aquifer?,ref,1,0.4,"{'crystalline': 1, 'impermeable': 2, 'invisible': 0, 'porous': 2}"
What kind of rock layer makes up the bottom of an aquifer?,sys,1,0.6,"{'impermeable': 3, 'porous': 2}"
The amniotic egg is a shared ancestral character for which clade?,ref,1,0.4,"{'amniota': 2, 'avian': 1, 'trichina': 1, 'xerophyte': 1}"
The amniotic egg is a shared ancestral character for which clade?,sys,0,0.2,"{'amniota': 1, 'arachnids': 3, 'mammalia': 1, 'reptilia': 0}"
Lyme disease is caused by what kind of organim?,ref,0,0.2,"{'Virus': 3, 'algae': 1, 'bacteria': 1, 'bacterium': 0}"
Lyme disease is caused by what kind of organim?,sys,0,0.2,"{'bacteria': 1, 'fungi': 4, 'viruses': 0}"
What is the side to side movement of the mandible called?,ref,0,0.0,"{'cycling': 4, 'excursion': 0, 'shifting': 0, 'twitching': 1}"
What is the side to side movement of the mandible called?,sys,0,0.4,"{'excursion': 2, 'lateral and medial excursion': 2, 'lateral excursion': 1, 'medial excursion': 0}"
A moraine is sediment deposited by what?,ref,0,0.2,"{'glacier': 1, 'human-caused scarring': 3, 'river erosion': 1, 'wind': 0}"
A moraine is sediment deposited by what?,sys,0,0.2,"{'glacier': 1, 'ice': 2, 'snow': 1, 'water': 1}"
The development of the respiratory system in the fetus begins at about?,ref,0,0.0,"{'2 weeks': 2, '4 days': 2, '4 months': 1, '4 weeks': 0}"
The development of the respiratory system in the fetus begins at about?,sys,1,0.4,"{'12 weeks': 0, '2 weeks': 2, '4 weeks': 2, '6 weeks': 1}"
What are plants that grow on other plants called?,ref,0,0.0,"{'bryophytes': 4, 'epiphytes': 0, 'fungi': 0, 'parasites': 1}"
What are plants that grow on other plants called?,sys,0,0.4,"{'carnivores': 0, 'carnivorous': 3, 'epiphytes': 2}"
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,ref,0,0.2,"{'atomic watch': 2, 'pendulum': 0, 'simple harmonic oscillator': 1, 'wheel and axle': 2}"
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,sys,0,0.0,"{'harmonic generator': 1, 'pendulum': 2, 'scillating': 2, 'simple harmonic oscillator': 0}"
What controls all five senses?,ref,1,0.4,"{'circulatory system': 0, 'endocrine system': 2, 'nervous system': 2, 'skin cells': 1}"
What controls all five senses?,sys,0,0.2,"{""'brain'"": 0, ""'eyes'"": 2, ""'heart'"": 2, 'nervous system': 1}"
Where in the target cells are intracellular receptor proteins found?,ref,0,0.2,"{'cytoplasm or nucleus': 1, 'membrane or mitochondria': 3, 'mucus or nucleus': 0, 'ribosomes or nucleus': 1}"
Where in the target cells are intracellular receptor proteins found?,sys,0,0.2,"{'cytoplasm': 0, 'cytoplasm or nucleus': 1, 'mitochondria': 3, 'nucleus': 1}"
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",ref,1,0.6,"{'internal': 2, 'physical': 3, 'thermal': 0}"
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",sys,0,0.0,"{'chemical': 2, 'chemical and physical': 3, 'physical': 0}"
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",ref,1,0.4,"{'biochemical': 1, 'endothermic': 0, 'endotropic': 2, 'exothermic': 2}"
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",sys,0,0.2,"{'exothermic': 1, 'radioactive': 2, 'spontaneous': 2}"
What do nectar-feeding bats do to flowers?,ref,0,0.2,"{'consume': 1, 'defecate': 3, 'illuminate': 0, 'pollinate': 1}"
What do nectar-feeding bats do to flowers?,sys,1,0.8,"{'pollinate': 4, 'pollination': 1}"
Ecological succession refers to the change in the numbers and types of species that live in what groups?,ref,0,0.4,"{'biomes': 1, 'colonies': 0, 'communities': 2, 'movements': 2}"
Ecological succession refers to the change in the numbers and types of species that live in what groups?,sys,1,0.8,"{'animals': 0, 'communities': 4, 'plants': 1, 'species': 0}"
"What broad group of organisms is characterized by sensory organs, the ability to move, internal digestion and sexual reproduction?",ref,1,1.0,"{'animals': 5, 'fungi': 0, 'plants': 0, 'protists': 0}"
"What broad group of organisms is characterized by sensory organs, the ability to move, internal digestion and sexual reproduction?",sys,1,0.6,"{'animals': 3, 'carnivores': 1, 'insects': 0, 'plants': 1}"
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",ref,0,0.4,"{'circulatory': 2, 'digestive': 2, 'respiratory': 0, 'skeletal': 1}"
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",sys,0,0.2,"{'digestive': 1, 'nervous': 1, 'nervous system': 1, 'nervous system and nervous system': 2}"
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,ref,0,0.0,"{'electrons': 1, 'neutrons': 2, 'protons': 0, 'quarks': 2}"
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,sys,1,0.4,"{'electrons': 1, 'neutrons': 1, 'neutrons and protons': 1, 'protons': 2}"
What regulates the time of flowering in many species?,ref,0,0.2,"{'photoperiodism': 1, 'pollenation': 2, 'spirogyra': 1, 'wind patterns': 1}"
What regulates the time of flowering in many species?,sys,0,0.2,"{""'temperature"": 2, 'humidity': 1, ""light'"": 1, 'photoperiodism': 1}"
What is the most common cause of down syndrome?,ref,1,0.6,"{'chromosome 21': 0, 'gametes 21': 1, 'trisomy 21': 3, 'trisomy 22': 1}"
What is the most common cause of down syndrome?,sys,0,0.2,"{""'trisomy 21"": 2, 'trisomy 18': 1, 'trisomy 21': 1, ""trisomy 22'"": 1}"
"What occurs not only as organisms grow, but as they reproduce.",ref,0,0.2,"{'cell division': 1, 'experimental division': 1, 'flight division': 1, 'proteins division': 2}"
"What occurs not only as organisms grow, but as they reproduce.",sys,0,0.2,"{'cell division': 1, 'mutation': 1, 'mutation rate': 1, 'splicing': 2}"
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",ref,0,0.2,"{'assumptions': 3, 'guesses': 0, 'models': 1, 'speculation': 1}"
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",sys,1,1.0,{'models': 5}
A dilute solution is one that has a relatively small amount of what?,ref,0,0.2,"{'density': 0, 'dissolved solute': 1, 'pH level': 3, 'saturated fat': 1}"
A dilute solution is one that has a relatively small amount of what?,sys,0,0.0,"{'dissolved solute': 0, 'many': 2, 'much': 1, 'very': 2}"
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,ref,0,0.2,"{'ionic bond': 2, 'magnetic bond': 0, 'quadruple bond': 2, 'triple bond': 1}"
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,sys,0,0.0,"{'four electrons': 1, 'three electrons': 1, 'triple bond': 0, 'two electrons': 3}"
What is the process of breaking an individual into parts followed by regeneration called?,ref,1,0.6,"{'destruction': 1, 'erosion': 0, 'fragmentation': 3, 'minimization': 1}"
What is the process of breaking an individual into parts followed by regeneration called?,sys,0,0.2,"{'fragmentation': 1, 'mutation': 2, 'splicing': 2}"
The left atrium receives oxygen-rich blood from which organs?,ref,0,0.2,"{'brain': 4, 'liver': 0, 'lungs': 1, 'pancreas': 0}"
The left atrium receives oxygen-rich blood from which organs?,sys,1,0.6,"{'kidneys': 0, 'liver': 0, 'lungs': 3, 'ventricles': 2}"
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",ref,0,0.2,"{'electricity': 0, 'heat': 1, 'hydrogen': 2, 'oxygen': 2}"
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",sys,0,0.2,"{'cold': 3, 'heat': 1, 'water': 1}"
An increase in the number of gas molecules in the same volume container causes what to increase?,ref,1,0.4,"{'energy': 2, 'friction': 0, 'power': 1, 'pressure': 2}"
An increase in the number of gas molecules in the same volume container causes what to increase?,sys,1,0.6,"{'mass': 1, 'pressure': 3, 'temperature': 1, 'volume': 0}"
What do induction cooktops have under their surface?,ref,1,0.6,"{'Chambers': 1, 'clumps': 0, 'electromagnets': 3, 'screws': 1}"
What do induction cooktops have under their surface?,sys,0,0.2,"{'electromagnets': 1, 'magnet': 1, 'magnetism': 3, 'magnetize': 0}"
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,ref,0,0.2,"{'six': 0, 'ten': 1, 'three': 3, 'two': 1}"
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,sys,0,0.2,"{'four': 2, 'three': 2, 'two': 1}"
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",ref,1,0.6,"{'Tylenol': 1, 'antacid': 0, 'aspirin': 3, 'smelling salts': 1}"
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",sys,1,0.8,"{'aspirin': 4, 'vitamin': 0, 'vitamin C': 0, 'vitamin D': 1}"
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",ref,0,0.2,"{'heart': 3, 'kidney': 0, 'muscle': 1, 'tissue': 1}"
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",sys,0,0.2,"{'blood': 3, 'muscle': 1, 'tissue': 1}"
What kind of weather do psychrophiles need to grow and reproduce?,ref,0,0.0,"{'Hot temperatures': 1, 'cold temperatures': 0, 'mixed temperatures': 0, 'water temperatures': 4}"
What kind of weather do psychrophiles need to grow and reproduce?,sys,0,0.0,"{'cold temperatures': 0, 'high humidity': 0, 'high pressure': 3, 'high temperatures': 2}"
What creates new seafloor in the rift valleys?,ref,0,0.4,"{'continental drift': 0, 'crust spreading': 3, 'seafloor spreading': 2, 'sedimentation': 0}"
What creates new seafloor in the rift valleys?,sys,1,0.4,"{'seafloor spreading': 2, 'volcanic activity': 2, 'volcanic eruption': 1, 'volcanic formation': 0}"
The building blocks of proteins are called what?,ref,0,0.0,"{'amino acids': 0, 'boric acids': 0, 'mutation acids': 2, 'protein acids': 3}"
The building blocks of proteins are called what?,sys,1,0.8,"{'amino acids': 4, 'nucleic acids': 1, 'nucleotides': 0}"
Type 1 diabetes and gigantism are examples of what type of disorder?,ref,1,0.4,"{'cardiac diseases': 0, 'endocrine diseases': 2, 'inborn errors of metabolism': 2, 'respiratory diseases': 1}"
Type 1 diabetes and gigantism are examples of what type of disorder?,sys,0,0.0,"{'endocrine diseases': 0, 'hypotension': 0, 'hypothyroidism': 5, 'hypoxia': 0}"
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",ref,1,0.6,"{'fertilization': 0, 'gas exchange': 3, 'osmosis': 1, 'transpiration': 1}"
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",sys,0,0.2,"{'carbon dioxide': 1, 'gas exchange': 1, 'nitrogen': 3, 'oxygen': 0}"
Which molecules are made of one carbon and four hydrogen atoms?,ref,0,0.0,"{'fats': 1, 'hydrocarbons': 0, 'particles': 2, 'proteins': 2}"
Which molecules are made of one carbon and four hydrogen atoms?,sys,0,0.4,"{'hydrocarbons': 2, 'hydrogen': 0, 'nitrogen': 1, 'oxygen': 2}"
Atoms of different elements have different numbers of what?,ref,1,0.4,"{'electrons': 0, 'neutrons': 2, 'nucleus': 1, 'protons': 2}"
Atoms of different elements have different numbers of what?,sys,1,0.4,"{'electrons': 2, 'neutrons': 1, 'nucleons': 0, 'protons': 2}"
The lancelet lacks what feature that distinguishes vertebrates?,ref,0,0.2,"{'backbone': 1, 'feet': 1, 'mouth': 1, 'skin': 2}"
The lancelet lacks what feature that distinguishes vertebrates?,sys,0,0.0,"{""'brain'"": 2, ""'eyes'"": 1, ""'legs'"": 2, 'backbone': 0}"
What is a reptiles skin covered in to protect them from drying out?,ref,0,0.2,"{'bacteria': 0, 'dye': 4, 'oil': 0, 'scales': 1}"
What is a reptiles skin covered in to protect them from drying out?,sys,0,0.2,"{'horns': 2, 'scales': 1, 'spines': 2}"
"In sexual reproduction, the fusion of haploid gametes forms a diploid cell called what?",ref,0,0.0,"{'fetus': 4, 'gamete': 1, 'gonad': 0, 'zygote': 0}"
"In sexual reproduction, the fusion of haploid gametes forms a diploid cell called what?",sys,0,0.0,"{""'diploid"": 2, ""protist'"": 2, 'spore': 1, 'zygote': 0}"
Gabbro is a dark dense rock that can be found in what?,ref,0,0.2,"{'mantle': 2, 'oceanic crust': 1, 'soil': 0, 'surface crust': 2}"
Gabbro is a dark dense rock that can be found in what?,sys,0,0.2,"{'granite': 0, 'limestone': 2, 'oceanic crust': 1, 'sandstone': 2}"
What provides clear evidence of evolution?,ref,0,0.2,"{'biologists': 0, 'extinction': 4, 'fossils': 1, 'mutations': 0}"
What provides clear evidence of evolution?,sys,0,0.2,"{'fossilized': 2, 'fossilized fossil': 2, 'fossils': 1, 'ossil': 0}"
About half of what type of radiation is absorbed in the first 15 meters of water?,ref,0,0.2,"{'natural': 4, 'polar': 0, 'solar': 1, 'surface': 0}"
About half of what type of radiation is absorbed in the first 15 meters of water?,sys,0,0.4,"{'gamma': 1, 'neutron': 0, 'solar': 2, 'ultraviolet': 2}"
What begins with a diploid cell and ends with four haploid cells?,ref,1,0.6,"{'electrolysis': 1, 'meiosis': 3, 'mitosis': 1, 'urinalysis': 0}"
What begins with a diploid cell and ends with four haploid cells?,sys,0,0.4,"{'meiosis': 2, 'meiosis II': 0, 'meiosis III': 3}"
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",ref,0,0.2,"{'Reaction': 2, 'diffusion': 1, 'fission': 1, 'fusion': 1}"
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",sys,1,0.8,"{'fission': 4, 'neutron': 1}"
What percentage of the field is tilled in traditional plowing?,ref,0,0.4,"{'100%': 2, '50 %': 2, '60 %': 0, '75%': 1}"
What percentage of the field is tilled in traditional plowing?,sys,1,0.4,"{'100%': 2, '20%': 1, '50%': 2, '80%  30%': 0}"
Traits controlled by genes on the sex chromosomes are called what?,ref,1,0.4,"{'chromosome-linked traits': 1, 'gender-linked traits': 2, 'male-related traits': 0, 'sex-linked traits': 2}"
Traits controlled by genes on the sex chromosomes are called what?,sys,0,0.0,"{'genes': 1, 'raits': 2, 'sex': 2, 'sex-linked traits': 0}"
What structures are at the end of the long air passages in the lungs?,ref,0,0.0,"{'Larynx': 1, 'Oral Cavity': 1, 'alveoli': 0, 'chloride': 3}"
What structures are at the end of the long air passages in the lungs?,sys,0,0.2,"{'alveoli': 1, 'bronchus': 0, 'capillaries': 1, 'trachea': 3}"
What is a disease caused by the same virus that causes chicken pox?,ref,1,0.6,"{'diabetes': 1, 'gout': 0, 'hepatitis': 1, 'shingles': 3}"
What is a disease caused by the same virus that causes chicken pox?,sys,1,0.6,"{'bacterial': 1, 'fungal': 1, 'shingles': 3, 'viral': 0}"
In a solution what is the substance a solute dissolves in is called?,ref,1,0.4,"{'atoms': 0, 'gas': 2, 'particles': 1, 'solvent': 2}"
In a solution what is the substance a solute dissolves in is called?,sys,0,0.2,"{'gas': 1, 'id': 2, 'solvent': 1, 'water': 1}"
What is it called when sound is reflected off an object?,ref,0,0.0,"{'amplification': 1, 'echo': 0, 'reverberation': 1, 'signal': 3}"
What is it called when sound is reflected off an object?,sys,1,1.0,"{'echo': 5, 'reflection': 0}"
Acidic hydrogen atoms are those which will be transferred to what?,ref,0,0.4,"{'a base': 2, 'a cup': 0, 'another atom': 1, 'water': 2}"
Acidic hydrogen atoms are those which will be transferred to what?,sys,0,0.2,"{'a base': 1, 'hydrochloric acid': 3, 'hydrofluoride': 0, 'hydroxide': 1}"
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",ref,0,0.2,"{'alphas': 2, 'hunters': 1, 'leaders': 1, 'predators': 1}"
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",sys,0,0.4,"{'parasites': 3, 'predators': 2, 'rnivores': 0}"
What type of diseases occur when the immune system attacks normal body cells?,ref,0,0.2,"{'autoimmune': 1, 'gastrointestinal': 2, 'inflammatory': 1, 'liver': 1}"
What type of diseases occur when the immune system attacks normal body cells?,sys,1,0.4,"{'autoimmune': 2, 'bacterial': 1, 'genetic': 1, 'viral': 1}"
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",ref,0,0.0,"{'cells': 3, 'flowers': 0, 'leaves': 0, 'stems': 2}"
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",sys,1,0.6,"{'flowers': 3, 'fruits': 1, 'seeds': 0, 'vegetables': 1}"
What is produced by the end of meiosis?,ref,1,0.4,"{'eight haploid cells': 1, 'four haploid cells': 2, 'sixteen haploid cells': 0, 'three haploid cells': 2}"
What is produced by the end of meiosis?,sys,1,0.4,"{'cells': 1, 'four haploid cells': 2, 'hormones': 1, 'proteins': 1}"
"In the u. s. , the majority of electricity is produced by burning coal or what else?",ref,1,0.6,"{'fossil fuels': 3, 'hydroelectic': 1, 'solar': 0, 'wind power': 1}"
"In the u. s. , the majority of electricity is produced by burning coal or what else?",sys,0,0.2,"{'fossil fuels': 1, 'oil': 1, 'water': 3, 'ydrogen': 0}"
Farming practices leave some soil exposed and vulnerable to what natural process?,ref,0,0.2,"{'erosion': 1, 'migration': 3, 'rust': 0, 'sediment': 1}"
Farming practices leave some soil exposed and vulnerable to what natural process?,sys,0,0.0,"{'erosion': 0, 'evaporation': 1, 'precipitation': 4, 'sedimentation': 0}"
Matter is made up of a mixture of things called what?,ref,1,0.4,"{'compounds': 1, 'elements': 2, 'segments': 2, 'structures': 0}"
Matter is made up of a mixture of things called what?,sys,0,0.0,"{'atoms': 1, 'electrons': 2, 'elements': 0, 'protons': 2}"
Water seeps into the ground through permeable material and stops when it reaches what?,ref,0,0.2,"{'Bed Rock': 3, 'Coral': 0, 'Lava': 1, 'impermeable rock': 1}"
Water seeps into the ground through permeable material and stops when it reaches what?,sys,0,0.0,"{'air': 2, 'impermeable rock': 0, 'rock': 1, 'water': 2}"
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",ref,1,0.6,"{'anterior cavity': 1, 'functional cavity': 1, 'proximal cavity': 0, 'spinal cavity': 3}"
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",sys,1,0.6,"{'spinal cavity': 3, 'ventral': 0, 'ventricle': 2, 'ventricle cavity': 0}"
There are 20 different common amino acids needed to make what organic compound?,ref,1,0.6,"{'cells': 2, 'lipids': 0, 'nutron': 0, 'proteins': 3}"
There are 20 different common amino acids needed to make what organic compound?,sys,0,0.2,"{'carbohydrates': 3, 'mino acids': 0, 'nucleic acids': 1, 'proteins': 1}"
"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",ref,0,0.2,"{'cell-level organization': 1, 'commensalism': 0, 'independent organization': 0, 'organ-level organization': 4}"
