question,source,accuracy,difficulty,distractor_effectiveness
Organs involved in digestion that do not have food pass through them are called?,ref,1,0.6,"{'accessory organs': 3, 'bypass organs': 1, 'layer organs': 0, 'vestigial organs': 1}"
Organs involved in digestion that do not have food pass through them are called?,sys,0,0.0,"{'accessory organs': 0, 'gall bladder': 0, 'liver': 2, 'pancreas': 3}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",ref,0,0.2,"{'microorganisms': 0, 'neurotransmitters': 1, 'receptors': 0, 'viruses': 4}"
"At a synapse, what objects are released to carry a nerve impulse from one neuron to the next?",sys,0,0.0,"{'electrons': 2, 'ions': 2, 'neurotransmitters': 0, 'photons': 1}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,ref,0,0.2,"{'cortisol': 2, 'cytosol': 1, 'glycerol': 1, 'plasma': 1}"
All cells have a jellylike substance in which subcellular components are suspended. what is that substance?,sys,1,0.4,"{'cytosol': 2, 'membrane': 1, 'nucleus': 2, 'plasma': 0}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",ref,0,0.2,"{'kinetic force': 0, 'net force': 1, 'quarter force': 0, 'rolled force': 4}"
"In physics, when one subtracts the frictional force from the applied force what is the result?",sys,0,0.4,"{'negative force': 0, 'negative friction': 2, 'negative frictional force': 1, 'net force': 2}"
What is the term for the force that brings objects toward the earth?,ref,0,0.2,"{'centrifugal': 0, 'gravity': 1, 'light': 2, 'weight': 2}"
What is the term for the force that brings objects toward the earth?,sys,0,0.2,"{""'air pressure'"": 3, ""'airborne'"": 1, 'gravity': 1}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",ref,1,0.4,"{'bedrock': 2, 'groundwater': 1, 'ocean floor': 0, 'water table': 2}"
"Skyscrapers and other large structures built on soft ground must be anchored to what, located below the ground surface?",sys,0,0.0,"{'air': 3, 'bedrock': 0, 'rock': 1, 'water': 1}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",ref,0,0.2,"{'diameter': 1, 'height': 1, 'surface': 2, 'weight': 1}"
"When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in what?",sys,0,0.2,"{'diameter': 1, 'oxygen': 0, 'pressure': 0, 'size': 4}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,ref,0,0.0,"{'absorption': 3, 'digestion': 0, 'regeneration': 1, 'respiration': 1}"
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,sys,0,0.0,"{'absorption': 1, 'digestion': 0, 'excretion': 3, 'metabolism': 1}"
Which fish has a round sucker used to suck the blood of other fish?,ref,0,0.2,"{'abalone': 0, 'lamprey': 1, 'moray': 3, 'shark': 1}"
Which fish has a round sucker used to suck the blood of other fish?,sys,0,0.4,"{'eel': 1, 'fish': 2, 'lamprey': 2, 'shark': 0}"
What type of change is undergone when the physical properties of a substance are changed?,ref,0,0.0,"{'atmospheric': 2, 'genetic': 1, 'physical': 0, 'thermal': 2}"
What type of change is undergone when the physical properties of a substance are changed?,sys,0,0.0,"{'chemical': 0, 'chemical change': 3, 'chemical reaction': 2, 'physical': 0}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",ref,1,0.4,"{'digestive system': 2, 'endocrine system': 1, 'nervous system': 1, 'urinary system': 1}"
"Digestive enzymes are released, or secreted, by the organs of which body system?",sys,0,0.2,"{""'endocrine'"": 3, ""'heart'"": 1, ""'skeletal'"": 0, 'digestive system': 1}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,ref,1,0.4,"{'carbon': 2, 'carbon dioxide': 1, 'nitrogen': 0, 'oxygen': 2}"
When water is aerated it can provide a plant's roots with what gas for cellular respiration?,sys,0,0.4,"{'carbon dioxide': 2, 'hydrogen': 0, 'nitrogen': 1, 'oxygen': 2}"
Where on a jellyfish is the mouth opening located?,ref,1,0.4,"{'left side': 0, 'right side': 2, 'top': 1, 'underside': 2}"
Where on a jellyfish is the mouth opening located?,sys,1,0.6,"{'dorsal': 0, 'lateral': 2, 'underside': 3, 'ventral': 0}"
Calcium ion is an example of what kind of messenger?,ref,0,0.2,"{'first': 2, 'fourth': 1, 'second': 1, 'third': 1}"
Calcium ion is an example of what kind of messenger?,sys,0,0.2,"{'first': 2, 'fourth': 1, 'second': 1, 'third': 1}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,ref,0,0.2,"{'hormones': 0, 'lipids': 0, 'prostaglandins': 1, 'triglycerides': 4}"
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,sys,0,0.2,"{'cholesterol': 3, 'insulin': 0, 'prostaglandins': 1, 'vitamin': 1}"
What unit do astronomers use to describe distances in space?,ref,0,0.4,"{'gravity years': 1, 'light months': 0, 'light years': 2, 'quantum years': 2}"
What unit do astronomers use to describe distances in space?,sys,0,0.0,"{'centimeters': 2, 'feet': 0, 'light years': 0, 'miles': 3}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,ref,0,0.2,"{'diffusion': 1, 'electrolysis': 2, 'mitosis': 1, 'osmosis': 1}"
What is the process by which water moves through semi-permeable membranes from one part of the body to another?,sys,0,0.2,"{'diffusion': 4, 'osmosis': 1}"
What is the phenotypic range of a particular genotype called?,ref,0,0.2,"{'diversity': 1, 'natural selection': 1, 'norm of reaction': 1, 'range of motion': 2}"
What is the phenotypic range of a particular genotype called?,sys,0,0.0,"{""'normal"": 3, 'norm of reaction': 0, 'normal': 0, ""normal'"": 2}"
What cells are the basis of nervous tissue?,ref,0,0.0,"{'erythrocytes': 1, 'lipocytes': 2, 'neurons': 0, 'osteoclasts': 2}"
What cells are the basis of nervous tissue?,sys,1,1.0,{'neurons': 5}
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",ref,0,0.0,"{'calcites': 2, 'fullerenes': 0, 'lead': 2, 'ligands': 1}"
"Pure carbon can exist in different forms, depending on how its atoms are arranged. the forms include diamond, graphite, and what else?",sys,0,0.2,"{'carbon': 1, 'fullerenes': 1, 'helium': 1, 'hydrogen': 2}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",ref,1,0.6,"{'cranial cavity': 0, 'oral cavity': 1, 'pericardial cavity': 3, 'thoracic cavity': 1}"
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",sys,0,0.4,"{'atrium': 0, 'pericardial cavity': 2, 'ventricle': 3, 'ventricle and atrium': 0}"
What part of the male reproductive system is involved with the most common disorders?,ref,0,0.2,"{'the glans': 3, 'the penis': 1, 'the testes': 1, 'the ureter': 0}"
What part of the male reproductive system is involved with the most common disorders?,sys,0,0.2,"{'fallopian tube': 2, 'ovary': 0, 'the testes': 1, 'uterus': 2}"
Layers of what create a volcano?,ref,1,0.4,"{'crust': 0, 'lava': 2, 'limestone': 2, 'rock': 1}"
Layers of what create a volcano?,sys,0,0.2,"{'ice': 2, 'lava': 1, 'magma': 0, 'water': 2}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",ref,0,0.2,"{'metabolic circulation': 1, 'pulmonary circulation': 1, 'sensory circulation': 2, 'systemic circulation': 1}"
"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called what?",sys,0,0.4,"{'circulatory': 3, 'pulmonary circulation': 2}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,ref,0,0.2,"{'amphibians': 1, 'carnivores': 0, 'herbivores': 1, 'omnivores': 3}"
Non-human organisms that mainly consume plants/other primary producers are known as what?,sys,0,0.2,"{'carnivores': 4, 'herbivores': 1}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",ref,0,0.2,"{'aseptic': 1, 'experimental control': 2, 'ionization': 1, 'personal hygiene': 1}"
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",sys,1,0.4,"{'aseptic': 2, 'contaminated': 1, 'sterile': 2}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",ref,0,0.0,"{'anode cell': 0, 'galvanic cell': 0, 'stimulation cell': 4, 'voltaic cell': 1}"
"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",sys,0,0.4,"{'galvanic cell': 2, 'hydrogen': 0, 'nitrogen': 1, 'oxygen': 2}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",ref,0,0.4,"{'Golgi apparatus': 0, 'enzyme': 3, 'mitochondria': 2, 'nucleus': 0}"
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",sys,0,0.2,"{'cleus': 2, 'cytoplasm': 2, 'mitochondria': 1, 'ribosome': 0}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",ref,1,0.6,"{'desiccation and predators': 3, 'entrainment and predators': 0, 'fermentation and predators': 2, 'starvation and predators': 0}"
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",sys,0,0.4,"{'bacteria': 0, 'desiccation and predators': 2, 'pollen': 1, 'spores': 2}"
What is the term for air moving over earth’s surface?,ref,1,0.4,"{'humidity': 2, 'spin cycle': 1, 'tidal': 0, 'wind': 2}"
What is the term for air moving over earth’s surface?,sys,0,0.2,"{'cloud': 0, 'ice': 1, 'snow': 3, 'wind': 1}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,ref,1,0.6,"{'bones': 1, 'heart': 1, 'lungs': 3, 'ovaries': 0}"
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,sys,1,0.6,"{'heart': 1, 'kidney': 0, 'liver': 1, 'lungs': 3}"
What are the best-known extinct vertebrates?,ref,1,0.4,"{'dinosaurs': 2, 'snakes': 0, 'trees': 1, 'trilobites': 2}"
What are the best-known extinct vertebrates?,sys,0,0.2,"{'birds': 1, 'dinosaurs': 1, 'mammals': 1, 'reptiles': 2}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,ref,0,0.0,"{'cells': 2, 'chromosomes': 0, 'receptors': 2, 'ribosomes': 1}"
Centrioles help organize the chromosomes before cell division so that each daughter cell has the correct number of what?,sys,0,0.2,"{'chromosomes': 1, 'mitochondria': 2, 'nucleus': 1, 'ribosomes': 1}"
What development is less risky for the mother?,ref,0,0.0,"{'atypical': 2, 'gastrointestinal': 2, 'marsupial': 0, 'mutation': 1}"
What development is less risky for the mother?,sys,1,0.4,"{'bird': 1, 'mammal': 1, 'marsupial': 2, 'reptile': 1}"
What does the term decay in chemistry refer to with regards to atoms?,ref,1,0.6,"{'changes in nuclei': 3, 'destruction of nuclei': 0, 'pressures in nuclei': 1, 'separation of nuclei': 1}"
What does the term decay in chemistry refer to with regards to atoms?,sys,1,0.4,"{'changes in electrons': 1, 'changes in electrons and nuclei': 2, 'changes in nuclei': 2}"
How does increasing the temperature of reactants affect the rate of their reaction?,ref,0,0.4,"{'it decreases it': 0, 'it increases it': 2, 'it is unchanged': 0, 'it patterns it': 3}"
How does increasing the temperature of reactants affect the rate of their reaction?,sys,1,0.6,"{'faster': 0, 'it increases it': 3, 'less': 1, 'more': 1}"
What type of eclipse happens when a full moon moves through earth's shadow?,ref,0,0.0,"{'cycle': 1, 'lunar': 0, 'planetary': 4, 'solar': 0}"
What type of eclipse happens when a full moon moves through earth's shadow?,sys,1,0.6,"{'lunar': 3, 'solar': 1, 'solar eclipse': 0, 'solar flare': 1}"
Dynamite is an example of what type of potential energy?,ref,0,0.4,"{'carbon': 3, 'chemical': 2, 'mineral': 0, 'thermal': 0}"
Dynamite is an example of what type of potential energy?,sys,1,0.8,"{'chemical': 4, 'gravitational': 1, 'kinetic': 0, 'thermal': 0}"
All the atoms of a given element have the same number what?,ref,0,0.2,"{'cells and electrons': 1, 'neutrons and electrons': 1, 'neutrons and protons': 2, 'protons and electrons': 1}"
All the atoms of a given element have the same number what?,sys,0,0.0,"{'electrons and neutrons': 1, 'protons and electrons': 0, 'protons and neutrons': 3, 'protons and neutrons and electrons': 1}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,ref,0,0.0,"{'axons': 0, 'cells': 0, 'eggs': 5, 'genes': 0}"
What structures located on chromosomes control characteristics of life and are passed from parents to offspring?,sys,0,0.2,"{'enzymes': 1, 'genes': 1, 'hormones': 2, 'proteins': 1}"
The lattice energy is usually the most important energy factor in determining the stability of what?,ref,0,0.0,"{'harmonic compound': 2, 'ionic compound': 0, 'magnetic compound': 2, 'saline compound': 1}"
The lattice energy is usually the most important energy factor in determining the stability of what?,sys,0,0.0,"{'hydrocarbon': 1, 'ionic compound': 0, 'metal compound': 1, 'metalloid compound': 3}"
What kind of organisms helps hold soil in place to slow erosion?,ref,0,0.0,"{'animals': 2, 'bacteria': 2, 'flowers': 1, 'plants': 0}"
What kind of organisms helps hold soil in place to slow erosion?,sys,1,0.4,"{'bacteria': 0, 'fungi': 1, 'insects': 2, 'plants': 2}"
Water found on the surface of the earth is referred to as what?,ref,0,0.0,"{'groundwater': 3, 'reservoir water': 1, 'runoff': 1, 'surface water': 0}"
Water found on the surface of the earth is referred to as what?,sys,0,0.0,"{""'surface air'"": 0, ""'surface water'"": 3, 'surface water': 0, ""surface water'"": 2}"
Which planet is named after the roman goddess of love?,ref,1,0.4,"{'Jupiter': 0, 'Mercury': 2, 'Neptune': 1, 'venus': 2}"
Which planet is named after the roman goddess of love?,sys,0,0.4,"{'earth': 1, 'jupiter': 2, 'mars': 0, 'venus': 2}"
"In astronomy, what are so dense that not even light can escape their gravity?",ref,1,0.6,"{'black holes': 3, 'black rods': 1, 'dwarf stars': 0, 'red holes': 1}"
"In astronomy, what are so dense that not even light can escape their gravity?",sys,0,0.2,"{'black holes': 1, 'neutron stars': 3, 'white dwarfs': 1}"
What are the simplest organic compounds?,ref,0,0.2,"{'carbohydrates': 2, 'enzymes': 1, 'hydrocarbons': 1, 'proteins': 1}"
What are the simplest organic compounds?,sys,1,1.0,{'hydrocarbons': 5}
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",ref,1,0.6,"{'axis': 3, 'radius': 1, 'skull': 1, 'ulna': 0}"
"Animals are classified according to morphological and developmental characteristics, such as a body plan. with the exception of sponges, the animal body plan is symmetrical. this means that their distribution of body parts is balanced along this?",sys,0,0.4,"{'axis': 2, 'diagonal': 1, 'horizontal': 0, 'vertical': 2}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",ref,0,0.2,"{'adaptive behavior': 1, 'commensalism': 0, 'interspecies competition': 3, 'intraspecific competition': 1}"
"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",sys,0,0.0,"{'interdependence': 2, 'intraspecific competition': 0, 'intrinsically competitive': 1, 'mutual competition': 2}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",ref,1,0.4,"{'electrical charge': 2, 'liquid charge': 1, 'stellar charge': 1, 'sunlight charge': 1}"
"When we were dealing with electrical effects, it was very useful to speak of an electric field that surrounded what?",sys,1,0.8,"{'electrical charge': 4, 'magnetic field': 1, 'magnetic field lines': 0, 'magnetic pole': 0}"
"Plants require air, water, nutrients, and what in order to live and survive?",ref,0,0.2,"{'entertainment': 2, 'gravity': 2, 'light': 1, 'money': 0}"
"Plants require air, water, nutrients, and what in order to live and survive?",sys,0,0.2,"{'carbon dioxide': 0, 'light': 1, 'oxygen': 1, 'water': 3}"
"Exothermic reactions, like all chemical reactions, require what to get started?",ref,0,0.0,"{'activation energy': 0, 'membrane energy': 2, 'specific energy': 3, 'surface energy': 0}"
"Exothermic reactions, like all chemical reactions, require what to get started?",sys,0,0.0,"{'activation energy': 0, 'high energy': 1, 'high pressure': 1, 'high temperature': 3}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",ref,1,0.4,"{'amphibians': 2, 'fish': 1, 'mammals': 1, 'reptiles': 1}"
"What broad group of animals are the first true tetrapods, vertebrates with four limbs?",sys,0,0.2,"{'amphibians': 1, 'mammals': 1, 'reptiles': 1, 'rthropods': 2}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",ref,0,0.0,"{'disperse': 2, 'filter': 2, 'fuse': 0, 'vaporize': 1}"
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",sys,0,0.4,"{""'use'"": 3, 'fuse': 2}"
What is telomere shortening associated with?,ref,0,0.0,"{'aging': 0, 'changing': 2, 'reducing': 1, 'sleeping': 2}"
What is telomere shortening associated with?,sys,1,1.0,{'aging': 5}
What gas is released when dead organisms and other organic materials decompose?,ref,1,0.4,"{'carbon dioxide': 2, 'carbon monoxide': 1, 'hydrogen peroxide': 2, 'nitrous oxide': 0}"
What gas is released when dead organisms and other organic materials decompose?,sys,0,0.0,"{'carbon dioxide': 0, 'hydrogen': 2, 'nitrogen': 1, 'oxygen': 2}"
What type of lens is thicker at the edges than it is in the middle?,ref,0,0.2,"{'concave lens': 1, 'convex lens': 1, 'glass lens': 1, 'surface lens': 2}"
What type of lens is thicker at the edges than it is in the middle?,sys,1,0.6,"{'concave lens': 3, 'convex lens': 2}"
A collapsing nebula leads to what process?,ref,0,0.0,"{'chemical reaction': 1, 'destructive fusion': 1, 'nuclear fusion': 0, 'nuclear reaction': 3}"
A collapsing nebula leads to what process?,sys,0,0.0,"{'helium': 2, 'heliumation': 3, 'nuclear fusion': 0}"
Lenses that focus light are called what?,ref,0,0.2,"{'active lenses': 1, 'converging lenses': 1, 'powering lenses': 1, 'sensing lenses': 2}"
Lenses that focus light are called what?,sys,1,0.6,"{'converging lenses': 3, 'diverging lenses': 2}"
What happens to the pressure when more gas is added to a rigid container?,ref,0,0.2,"{'Higher': 2, 'changes': 2, 'increases': 1, 'occurs': 0}"
What happens to the pressure when more gas is added to a rigid container?,sys,0,0.2,"{'increases': 1, 'less than 1': 2, 'less than 2': 2, 'less than 3': 0}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",ref,0,0.2,"{'direction': 1, 'location': 2, 'pressure': 2, 'reason': 0}"
"Often represented by an arrow, a vector is a measurement that has both size and what?",sys,1,0.4,"{'direction': 2, 'horizontal': 1, 'horizontal and vertical': 1, 'vertical': 1}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,ref,0,0.2,"{'compass': 1, 'compress': 1, 'electromagnet': 1, 'impoundment': 2}"
A solenoid wrapped around a bar of iron or other ferromagnetic material forms what?,sys,1,0.6,"{'electromagnet': 3, 'magnetic field': 1, 'magnetic force': 1, 'magnetic moment': 0}"
Enzymes can catalyze up to several million reactions per what?,ref,1,0.4,"{'day': 1, 'hour': 0, 'minute': 2, 'second': 2}"
Enzymes can catalyze up to several million reactions per what?,sys,0,0.4,"{'fourth': 1, 'second': 2, 'third': 2}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",ref,0,0.0,"{'electrons': 1, 'ions': 1, 'neurons': 0, 'protons': 3}"
"Unipolar, bipolar, multipolar, and pseudounipolar are the four basic types of what?",sys,0,0.0,"{'axons': 1, 'dendrites': 4, 'neurons': 0}"
How many families are known quarks divided into?,ref,1,0.4,"{'five': 2, 'four': 0, 'three': 2, 'two': 1}"
How many families are known quarks divided into?,sys,1,0.4,"{'five': 2, 'four': 0, 'three': 2, 'two': 1}"
"The nervous system has two main parts, called the central nervous system and the what?",ref,0,0.0,"{'functional nervious system': 1, 'obsolete nervous system': 2, 'peripheral nervous system': 0, 'useful nervous system': 2}"
"The nervous system has two main parts, called the central nervous system and the what?",sys,1,1.0,{'peripheral nervous system': 5}
What makes up the dense outer layer of bones?,ref,0,0.2,"{'adipose tissue': 1, 'compact bone': 1, 'ligaments': 2, 'plasma': 1}"
What makes up the dense outer layer of bones?,sys,0,0.2,"{'compact bone': 1, 'fat': 3, 'muscle': 1}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",ref,1,0.4,"{'diverse behaviors': 0, 'impulsive behaviors': 2, 'innate behaviors': 2, 'protective behaviors': 1}"
"What type of behaviors are rigid and predictable, and usually involve basic life functions?",sys,0,0.4,"{'active behaviors': 3, 'innate behaviors': 2}"
"Yeasts, molds, and mushrooms are all different kinds of what?",ref,0,0.2,"{'bacteria': 0, 'fossil': 2, 'fungi': 1, 'pollen': 2}"
"Yeasts, molds, and mushrooms are all different kinds of what?",sys,0,0.4,"{'bacteria': 1, 'fungi': 2, 'parasites': 0, 'viruses': 2}"
What is the term for the preserved remains or traces of organisms that lived in the past?,ref,0,0.0,"{'bones': 3, 'corals': 1, 'detritis': 1, 'fossils': 0}"
What is the term for the preserved remains or traces of organisms that lived in the past?,sys,0,0.2,"{'fossil': 1, 'fossilization': 1, 'fossilized': 2, 'fossils': 1}"
"What process, which is analogous to mitosis, is a series of events that arrange and separate chromosomes and chromatids into daughter cells?",ref,0,0.2,"{'apoptosis': 1, 'digestion': 1, 'inhibition': 2, 'meiosis': 1}"
"What process, which is analogous to mitosis, is a series of events that arrange and separate chromosomes and chromatids into daughter cells?",sys,0,0.0,"{'differentiation': 2, 'meiosis': 0, 'replication': 1, 'splicing': 2}"
All of the elements in group 9 have nine of which electrons?,ref,0,0.0,"{'gradient': 2, 'ionic': 2, 'shell': 1, 'valence': 0}"
All of the elements in group 9 have nine of which electrons?,sys,0,0.2,"{'helium': 1, 'nitrogen': 2, 'oxygen': 1, 'valence': 1}"
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called?,ref,0,0.2,"{'ionic bond': 2, 'metallic bond': 1, 'metallic yield': 1, 'temporal bond': 1}"
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called?,sys,1,0.4,"{'metallic attraction': 2, 'metallic bond': 2, 'metallic repulsion': 1}"
"When a car is brought to a stop by friction on level ground, it loses what?",ref,0,0.0,"{'exhibit energy': 0, 'kinetic energy': 0, 'mass energy': 2, 'residual energy': 3}"
"When a car is brought to a stop by friction on level ground, it loses what?",sys,0,0.0,"{'kinetic energy': 0, 'mass': 1, 'momentum': 2, 'velocity': 2}"
"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",ref,0,0.2,"{'attentive system': 1, 'circulatory system': 0, 'nervous system': 1, 'respiratory system': 3}"
"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",sys,1,1.0,{'nervous system': 5}
Do vascular or nonvascular plants lack tracheids?,ref,0,0.2,"{'both do': 2, 'neither do': 1, 'nonvascular': 1, 'vascular': 1}"
Do vascular or nonvascular plants lack tracheids?,sys,1,0.6,"{'nonvascular': 3, 'tracheids': 0, 'trichina': 1, 'trichomes': 1}"
"When the earth is between the moon and the sun, what type of moon shows?",ref,0,0.2,"{'a full moon': 1, 'crescent moon': 0, 'half moon': 2, 'waning moon': 2}"
"When the earth is between the moon and the sun, what type of moon shows?",sys,0,0.4,"{'a full moon': 2, 'crescent moon': 0, 'gibbous moon': 2, 'new moon': 1}"
The stored chemical energy of trees and other plants is called what?,ref,0,0.0,"{'biocomposte energy': 2, 'biomass energy': 0, 'byproduct energy': 1, 'decomposition energy': 2}"
The stored chemical energy of trees and other plants is called what?,sys,0,0.2,"{'biomass energy': 1, 'fossil fuels': 2, 'nuclear energy': 2, 'renewable energy': 0}"
What is the star nearest the earth named?,ref,0,0.4,"{'alpha centauri': 0, 'andromeda centauri': 3, 'apollinaris centauri': 0, 'proxima centauri': 2}"
What is the star nearest the earth named?,sys,0,0.0,"{'alpha centauri': 2, 'beta centauri': 2, 'gamma centauri': 1, 'proxima centauri': 0}"
What are the majority of solution properties dependent upon?,ref,0,0.2,"{'acid state of solute': 1, 'chemical state of solute': 1, 'gas state of solute': 1, 'similar state of solute': 2}"
What are the majority of solution properties dependent upon?,sys,0,0.0,"{'chemical state of solute': 0, 'liquid': 0, 'solid': 3, 'volatile': 2}"
What must be combined with a halogen to give it a positive oxidation number?,ref,1,0.4,"{'calcium': 1, 'carbon': 1, 'nitrogen': 1, 'oxygen': 2}"
What must be combined with a halogen to give it a positive oxidation number?,sys,0,0.2,"{'hydrogen': 2, 'nitrogen': 0, 'oxygen': 1, 'sulfur': 2}"
Hormones are often regulated through what?,ref,0,0.2,"{'alternating loops': 0, 'feedback loops': 1, 'intensity loops': 3, 'response loops': 1}"
Hormones are often regulated through what?,sys,0,0.2,"{""'reduction loops'"": 0, ""'redundancy loops'"": 2, ""'reinforcement loops'"": 2, 'feedback loops': 1}"
Surging hormones will cause adolescents to have what?,ref,0,0.0,"{'blackouts': 1, 'bulging muscles': 2, 'growth spurts': 2, 'mood swings': 0}"
Surging hormones will cause adolescents to have what?,sys,0,0.2,"{'depression': 0, 'mood swings': 1, 'nxiety': 4, 'sleep': 0}"
What is the term for the force that a magnet exerts on certain materials?,ref,0,0.2,"{'gravitational force': 2, 'magnetic force': 1, 'positive force': 2, 'potential force': 0}"
What is the term for the force that a magnet exerts on certain materials?,sys,0,0.4,"{'agnetic force': 3, 'magnetic field': 0, 'magnetic force': 2, 'magnetic moment': 0}"
What cells does the skeletal system make?,ref,0,0.0,"{'Dendritic cells': 1, 'Osteoclast': 3, 'blood cells': 0, 'brain cells': 1}"
What cells does the skeletal system make?,sys,0,0.2,"{'blood cells': 1, 'cells': 1, 'hormones': 3, 'proteins': 0}"
"When a stream or river slows down, it starts dropping its what?",ref,0,0.2,"{'fragments': 3, 'organisms': 0, 'pollutants': 1, 'sediments': 1}"
"When a stream or river slows down, it starts dropping its what?",sys,1,0.6,"{'sediment': 1, 'sedimentation': 1, 'sediments': 3}"
"What process, which is in many ways the opposite of photosynthesis, shows the interdependence of producers and consumers?",ref,1,0.4,"{'cellular respiration': 2, 'decomposition': 1, 'osmosis': 1, 'primarily respiration': 1}"
"What process, which is in many ways the opposite of photosynthesis, shows the interdependence of producers and consumers?",sys,0,0.0,"{'cellular respiration': 0, 'nitrogen fixation': 0, 'oxygen': 4, 'photosynthesis': 1}"
Which membranous organelles in a cell sequence enzyme and electron molecules for efficient cellular respiration?,ref,1,0.8,"{'bacterial': 1, 'glucose': 0, 'mitochondria': 4, 'protons': 0}"
Which membranous organelles in a cell sequence enzyme and electron molecules for efficient cellular respiration?,sys,0,0.2,"{'chloroplasts': 1, 'mitochondria': 1, 'ribosomes': 3}"
"In a plant, the flower contains what?",ref,0,0.0,"{'bees and blossoms': 1, 'bud and stem': 1, 'pollen and eggs': 0, 'seed and leaves': 3}"
"In a plant, the flower contains what?",sys,0,0.0,"{""'seeds"": 2, 'pollen and eggs': 0, 'seeds and eggs': 3, ""seeds and pollen'"": 0}"
What forms when one substances dissolves in another?,ref,0,0.2,"{'a solution': 1, 'a transition': 1, 'complex': 2, 'concentrate': 1}"
What forms when one substances dissolves in another?,sys,0,0.4,"{'a gas': 2, 'a liquid': 1, 'a solution': 2}"
What are thought to have evolved at least 200 million years ago from gymnosperms like gnetae?,ref,1,0.4,"{'cone-bearing plants': 1, 'deciduous trees': 1, 'flowering plants': 2, 'yeasts': 1}"
What are thought to have evolved at least 200 million years ago from gymnosperms like gnetae?,sys,0,0.4,"{'carnivores': 3, 'flowering plants': 2}"
The chemical and/or physical agents that cause mutations are called what?,ref,0,0.0,"{'dioxins': 2, 'genes': 1, 'mutagens': 0, 'organelles': 2}"
The chemical and/or physical agents that cause mutations are called what?,sys,0,0.2,"{'bacteria': 2, 'mutagens': 1, 'pirochetes': 0, 'viruses': 2}"
What is the force that opposes motion between two surfaces that are touching?,ref,0,0.2,"{'friction': 1, 'gravity': 2, 'tension': 2, 'vibration': 0}"
